"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.258625135E2,5.181561237E1,4.694473403E0,2.575639343E0,2.245291770E-1,5.842580699E1,3.200483309E1,3.200483309E1
1.268625172E2,5.181560875E1,4.694473524E0,2.577883301E0,8.835235983E-2,5.402990066E1,3.200483309E1,3.200483309E1
1.278625212E2,5.181560512E1,4.694468583E0,2.578433853E0,3.542939574E-2,5.077368993E1,3.200483309E1,3.200483309E1
1.288625262E2,5.181560049E1,4.694465210E0,2.579645906E0,8.523003757E-2,4.812965199E1,3.200483309E1,3.200483309E1
1.298625299E2,5.181559854E1,4.694465180E0,2.580639151E0,8.957993984E-2,4.699135657E1,3.200483309E1,3.200483309E1
1.308625346E2,5.181559747E1,4.694462539E0,2.580875805E0,8.923187107E-2,4.532598228E1,3.200483309E1,3.200483309E1
1.318625389E2,5.181559510E1,4.694464030E0,2.581338923E0,6.636526436E-2,4.490282132E1,3.200483309E1,3.200483309E1
1.328625426E2,5.181559514E1,4.694464642E0,2.581330303E0,6.252266758E-5,4.477750442E1,3.200483309E1,3.200483309E1
1.338625476E2,5.181559488E1,4.694464568E0,2.581247044E0,1.046346384E-3,4.363082153E1,3.200483309E1,3.200483309E1
1.348625515E2,5.181559474E1,4.694464364E0,2.581266184E0,3.896187700E-4,4.353881547E1,3.200483309E1,3.200483309E1
1.358625556E2,5.181559466E1,4.694463548E0,2.581302430E0,3.047935897E-3,4.157510193E1,3.200483309E1,3.200483309E1
1.368625598E2,5.181559454E1,4.694463350E0,2.581419351E0,3.434670856E-3,4.131791799E1,3.200483309E1,3.200483309E1
1.378625647E2,5.181559415E1,4.694462783E0,2.581461942E0,6.334642880E-3,4.145883504E1,3.200483309E1,3.200483309E1
1.388625689E2,5.181559386E1,4.694461762E0,2.581562332E0,1.913963933E-3,4.045510459E1,3.200483309E1,3.200483309E1
1.398625726E2,5.181559350E1,4.694461239E0,2.581720000E0,7.306942251E-3,4.498371467E1,3.200483309E1,3.200483309E1
1.408625776E2,5.181557631E1,4.694449551E0,2.581821597E0,2.254946716E-2,6.973565086E1,3.200483309E1,3.200483309E1
1.418625817E2,5.181557195E1,4.694453565E0,2.583589569E0,2.874681354E-1,8.589763379E1,3.200483309E1,3.200483309E1
1.428625859E2,5.181556801E1,4.694458292E0,2.583622171E0,2.874681354E-1,1.107882297E2,3.200483309E1,3.200483309E1
1.438625900E2,5.181556586E1,4.694473085E0,2.583549900E0,5.393751860E-1,8.103812495E1,3.200483309E1,3.200483309E1
1.448625948E2,5.181556424E1,4.694479864E0,2.583137552E0,8.874975443E-1,8.198473453E1,3.200483309E1,3.200483309E1
1.458625993E2,5.181556300E1,4.694476558E0,2.583055119E0,9.430183172E-1,8.172608210E1,3.200483309E1,3.200483309E1
1.468626031E2,5.181556075E1,4.694478686E0,2.583273468E0,9.430183172E-1,8.162194220E1,3.200483309E1,3.200483309E1
1.478626074E2,5.181556367E1,4.694490505E0,2.583497864E0,1.029342294E0,8.097885257E1,3.200483309E1,3.200483309E1
1.488626119E2,5.181556523E1,4.694494766E0,2.582871423E0,8.227255344E-1,8.124218369E1,3.200483309E1,3.200483309E1
1.498626162E2,5.181556389E1,4.694491278E0,2.582434557E0,1.516381800E-1,8.365396446E1,3.200483309E1,3.200483309E1
1.508626196E2,5.181554964E1,4.694475725E0,2.582710161E0,3.162608147E-1,8.330038606E1,3.200483309E1,3.200483309E1
1.518626238E2,5.181553742E1,4.694466188E0,2.584028615E0,2.812009454E-1,8.177424176E1,3.200483309E1,3.200483309E1
1.528626281E2,5.181553139E1,4.694463292E0,2.584160460E0,3.073062003E-1,8.091005208E1,3.200483309E1,3.200483309E1
1.538626330E2,5.181553220E1,4.694462385E0,2.584173645E0,3.711289167E-1,8.030992434E1,3.200483309E1,3.200483309E1
1.548626372E2,5.181552796E1,4.694445466E0,2.584174963E0,3.361279666E-1,7.300249619E1,3.200483309E1,3.200483309E1
1.558626415E2,5.181552813E1,4.694440070E0,2.584175095E0,3.711289167E-1,7.607009124E1,3.200483309E1,3.200483309E1
1.568626453E2,5.181552126E1,4.694437038E0,2.584175108E0,5.344947577E-1,8.187567007E1,3.200483309E1,3.200483309E1
1.578626502E2,5.181551572E1,4.694428182E0,2.584175110E0,2.123458236E-1,8.455169721E1,3.200483309E1,3.200483309E1
1.588625858E2,5.181551322E1,4.694418678E0,2.584175110E0,4.556189105E-2,8.615565785E1,3.200483309E1,3.200483309E1
1.598624079E2,5.181551123E1,4.694412588E0,2.584175110E0,1.055655703E-1,8.575505360E1,3.200483309E1,3.200483309E1
1.608622421E2,5.181550594E1,4.694415236E0,2.584175110E0,8.174546808E-2,7.397324365E1,3.200483309E1,3.200483309E1
1.618620878E2,5.181550461E1,4.694418949E0,2.584175110E0,3.609972447E-2,5.721704451E1,3.200483309E1,3.200483309E1
1.628619438E2,5.181550385E1,4.694416352E0,2.584175110E0,1.849069893E-1,4.556117984E1,3.200483309E1,3.200483309E1
1.638618059E2,5.181551140E1,4.694410123E0,2.584175110E0,1.849069893E-1,5.775359343E1,3.200483309E1,3.200483309E1
1.648616809E2,5.181551665E1,4.694407597E0,2.584175110E0,4.938849509E-1,5.535443826E1,3.200483309E1,3.200483309E1
1.658615600E2,5.181551647E1,4.694387702E0,2.584175110E0,2.042281479E-1,4.647373068E1,3.200483309E1,3.200483309E1
1.668614496E2,5.181551570E1,4.694373481E0,2.584175110E0,1.994958967E-1,4.208188831E1,3.200483309E1,3.200483309E1
1.678613459E2,5.181551583E1,4.694361082E0,2.584175110E0,3.388038576E-1,3.780017590E1,3.200483309E1,3.200483309E1
1.688612485E2,5.181551421E1,4.694356426E0,2.584175110E0,3.388038576E-1,3.959613658E1,3.200483309E1,3.200483309E1
1.698611584E2,5.181551784E1,4.694354479E0,2.584175110E0,4.155799150E-1,4.858072451E1,3.200483309E1,3.200483309E1
1.708610733E2,5.181552041E1,4.694354459E0,2.584175110E0,4.208290577E-1,5.285900816E1,3.200483309E1,3.200483309E1
1.718609947E2,5.181552169E1,4.694360609E0,2.584175110E0,5.555039644E-1,7.178492618E1,3.200483309E1,3.200483309E1
1.728609205E2,5.181552253E1,4.694367010E0,2.584175110E0,7.163431048E-1,8.798823859E1,3.200483309E1,3.200483309E1
1.738608508E2,5.181552142E1,4.694371601E0,2.584175110E0,7.110994458E-1,8.961529893E1,3.200483309E1,3.200483309E1
1.748607855E2,5.181552602E1,4.694389135E0,2.584175110E0,7.163431048E-1,9.708431569E1,3.200483309E1,3.200483309E1
1.758607258E2,5.181553125E1,4.694396415E0,2.584175110E0,7.110994458E-1,9.667308366E1,3.200483309E1,3.200483309E1
1.768606697E2,5.181553208E1,4.694402343E0,2.584175110E0,5.394615531E-1,9.800229995E1,3.200483309E1,3.200483309E1
1.778606173E2,5.181553254E1,4.694412636E0,2.584175110E0,5.889674425E-1,9.788786696E1,3.200483309E1,3.200483309E1
1.788605677E2,5.181553046E1,4.694421821E0,2.584175110E0,5.679650903E-1,9.643701867E1,3.200483309E1,3.200483309E1
1.798605224E2,5.181552666E1,4.694423461E0,2.584175110E0,5.679650903E-1,8.547414841E1,3.200483309E1,3.200483309E1
1.808604805E2,5.181552047E1,4.694415287E0,2.584175110E0,4.583458304E-1,8.298726287E1,3.200483309E1,3.200483309E1
1.818604405E2,5.181551780E1,4.694413477E0,2.584175110E0,4.162100852E-1,7.416194812E1,3.200483309E1,3.200483309E1
1.828604040E2,5.181552060E1,4.694417094E0,2.584175110E0,4.162100852E-1,6.480748496E1,3.200483309E1,3.200483309E1
1.838603696E2,5.181552442E1,4.694421720E0,2.584175110E0,4.162100852E-1,6.058793752E1,3.200483309E1,3.200483309E1
1.848603382E2,5.181553120E1,4.694424034E0,2.584175110E0,4.809818268E-1,5.808612802E1,3.200483309E1,3.200483309E1
1.858603081E2,5.181553485E1,4.694431572E0,2.584175110E0,5.870969296E-1,6.104101812E1,3.200483309E1,3.200483309E1
1.868602810E2,5.181553930E1,4.694441265E0,2.584175110E0,2.840937376E-1,6.154584423E1,3.200483309E1,3.200483309E1
1.878602556E2,5.181553864E1,4.694439929E0,2.584175110E0,3.737506270E-1,5.948790824E1,3.200483309E1,3.200483309E1
1.888602314E2,5.181553864E1,4.694439929E0,2.584175110E0,0.000000000E0,5.948790824E1,3.200483309E1,3.200483309E1
1.898602099E2,5.181553864E1,4.694439929E0,2.584175110E0,0.000000000E0,5.948790824E1,3.200483309E1,3.200483309E1
1.908601892E2,5.181553864E1,4.694439929E0,2.584175110E0,0.000000000E0,5.948790824E1,3.200483309E1,3.200483309E1
1.918601706E2,5.181553864E1,4.694439929E0,2.584175110E0,0.000000000E0,5.948790824E1,3.200483309E1,3.200483309E1
1.928601539E2,5.181553369E1,4.694443491E0,2.584175110E0,7.204335649E-3,9.807365493E1,3.200483309E1,3.200483309E1
1.938601371E2,5.181553406E1,4.694439112E0,2.584175110E0,8.844233304E-2,9.955743157E1,3.200483309E1,3.200483309E1
1.948601232E2,5.181553441E1,4.694424116E0,2.584175110E0,2.138857916E-2,9.778708752E1,3.200483309E1,3.200483309E1
1.958601094E2,5.181553761E1,4.694409267E0,2.584175110E0,2.878932841E-2,9.688119953E1,3.200483309E1,3.200483309E1
1.968600973E2,5.181553948E1,4.694396687E0,2.584175110E0,6.187423691E-2,2.744504427E2,3.200483309E1,3.200483309E1
1.978600857E2,5.181553605E1,4.694401678E0,2.584175110E0,6.117479503E-2,2.737298304E2,3.200483309E1,3.200483309E1
1.988600755E2,5.181550540E1,4.694442781E0,2.584175110E0,5.136828125E-2,2.775923570E2,3.200483309E1,3.200483309E1
1.998600659E2,5.181550481E1,4.694439298E0,2.584175110E0,1.830109209E-1,3.035880023E2,3.200483309E1,3.200483309E1
2.008600572E2,5.181550925E1,4.694428573E0,2.584175110E0,2.333650142E-1,3.148277616E2,3.200483309E1,3.200483309E1
2.018600491E2,5.181551545E1,4.694419861E0,2.584175110E0,3.425275087E-1,3.152357698E2,3.200483309E1,3.200483309E1
2.028600421E2,5.181551909E1,4.694418500E0,2.584175110E0,2.265934348E-1,3.218276674E2,3.200483309E1,3.200483309E1
2.038600359E2,5.181551835E1,4.694417636E0,2.584175110E0,1.576195359E-1,3.109351002E2,3.200483309E1,3.200483309E1
2.048600304E2,5.181552181E1,4.694418489E0,2.584175110E0,2.646384947E-2,1.285326581E2,3.200483309E1,3.200483309E1
2.058600258E2,5.181552393E1,4.694420869E0,2.584175110E0,9.215327352E-2,1.260044909E2,3.200483309E1,3.200483309E1
2.068600208E2,5.181552187E1,4.694429191E0,2.584175110E0,2.167796046E-1,3.347030930E2,3.200483309E1,3.200483309E1
2.078600174E2,5.181552820E1,4.694440697E0,2.584175110E0,7.525893450E-1,4.220289535E1,3.200483309E1,3.200483309E1
2.088600140E2,5.181553765E1,4.694448408E0,2.584175110E0,5.603117347E-1,4.183864478E1,3.200483309E1,3.200483309E1
2.098600101E2,5.181554100E1,4.694440615E0,2.584175110E0,5.603117347E-1,4.305783355E1,3.200483309E1,3.200483309E1
2.108600084E2,5.181554434E1,4.694432019E0,2.584175110E0,1.455909908E-1,5.002568518E1,3.200483309E1,3.200483309E1
2.118600059E2,5.181554689E1,4.694436712E0,2.584175110E0,3.253373206E-1,4.393251099E1,3.200483309E1,3.200483309E1
2.128600041E2,5.181554854E1,4.694442508E0,2.584175110E0,1.706245542E-1,4.564410858E1,3.200483309E1,3.200483309E1
2.138600029E2,5.181554960E1,4.694444640E0,2.584175110E0,3.253373206E-1,4.800492249E1,3.200483309E1,3.200483309E1
2.148600024E2,5.181555353E1,4.694453019E0,2.584175110E0,7.735175490E-1,4.751541649E1,3.200483309E1,3.200483309E1
2.158600019E2,5.181555314E1,4.694444458E0,2.584175110E0,7.735175490E-1,4.714288431E1,3.200483309E1,3.200483309E1
2.168600010E2,5.181554753E1,4.694426862E0,2.584175110E0,4.996121824E-1,4.645044656E1,3.200483309E1,3.200483309E1
2.178600019E2,5.181554142E1,4.694404332E0,2.584175110E0,4.996121824E-1,4.640813013E1,3.200483309E1,3.200483309E1
2.188600011E2,5.181554036E1,4.694387945E0,2.584175110E0,4.634459615E-1,4.621015709E1,3.200483309E1,3.200483309E1
2.198600022E2,5.181553958E1,4.694365544E0,2.584175110E0,1.761097461E-1,4.653829987E1,3.200483309E1,3.200483309E1
2.208600030E2,5.181553958E1,4.694365544E0,2.584175110E0,0.000000000E0,4.653829987E1,3.200483309E1,3.200483309E1
2.218600039E2,5.181553958E1,4.694365544E0,2.584175110E0,0.000000000E0,4.653829987E1,3.200483309E1,3.200483309E1
2.228600053E2,5.181554015E1,4.694369012E0,2.584175110E0,1.516302209E-2,4.354570371E1,3.200483309E1,3.200483309E1
2.238600061E2,5.181554359E1,4.694365003E0,2.584175110E0,8.201858401E-2,1.675347219E1,3.200483309E1,3.200483309E1
2.248600073E2,5.181554914E1,4.694364475E0,2.584175110E0,4.147430956E-1,1.714038363E1,3.200483309E1,3.200483309E1
2.258600093E2,5.181555663E1,4.694359012E0,2.584175110E0,8.531688154E-2,1.548885242E1,3.200483309E1,3.200483309E1
2.268600110E2,5.181556418E1,4.694354155E0,2.584175110E0,4.147430956E-1,1.664130854E1,3.200483309E1,3.200483309E1
2.278600136E2,5.181557661E1,4.694354770E0,2.584175110E0,8.051564693E-1,2.070922577E1,3.200483309E1,3.200483309E1
2.288600159E2,5.181558008E1,4.694370088E0,2.584175110E0,1.435073256E0,2.324826322E1,3.200483309E1,3.200483309E1
2.298600175E2,5.181558263E1,4.694373670E0,2.584175110E0,1.435073256E0,3.425523259E1,3.200483309E1,3.200483309E1
2.308600202E2,5.181558370E1,4.694371466E0,2.584175110E0,7.214526832E-2,5.949520288E1,3.200483309E1,3.200483309E1
2.318600229E2,5.181558084E1,4.694363262E0,2.584175110E0,2.369941771E-1,6.063297579E1,3.200483309E1,3.200483309E1
2.328600256E2,5.181558498E1,4.694372420E0,2.584175110E0,6.032631993E-1,3.526884974E1,3.200483309E1,3.200483309E1
2.338600276E2,5.181558504E1,4.694378289E0,2.584175110E0,2.313787490E-1,4.204941759E1,3.200483309E1,3.200483309E1
2.348600308E2,5.181558374E1,4.694378452E0,2.584175110E0,2.852462530E-1,3.566839190E1,3.200483309E1,3.200483309E1
2.358600340E2,5.181557774E1,4.694373818E0,2.584175110E0,1.435188055E-1,3.804173921E1,3.200483309E1,3.200483309E1
2.368600365E2,5.181557029E1,4.694371238E0,2.584175110E0,7.664739341E-2,3.424913323E1,3.200483309E1,3.200483309E1
2.378600399E2,5.181556675E1,4.694364641E0,2.584175110E0,5.677788705E-2,3.804652034E1,3.200483309E1,3.200483309E1
2.388600430E2,5.181556406E1,4.694351118E0,2.584175110E0,1.296716034E-1,5.531514418E1,3.200483309E1,3.200483309E1
2.398600461E2,5.181556733E1,4.694358113E0,2.584175110E0,1.021544486E-1,5.858178119E1,3.200483309E1,3.200483309E1
2.408600497E2,5.181556499E1,4.694368809E0,2.584175110E0,4.234680831E-1,2.428112579E2,3.200483309E1,3.200483309E1
2.418600526E2,5.181556641E1,4.694367434E0,2.584175110E0,7.150909901E-1,2.627217238E2,3.200483309E1,3.200483309E1
2.428600566E2,5.181557068E1,4.694354607E0,2.584175110E0,7.150909901E-1,2.626772183E2,1.600241655E1,1.600241655E1
2.438600595E2,5.181557576E1,4.694349704E0,2.584175110E0,7.150909901E-1,2.513147068E2,1.600241655E1,1.600241655E1
2.448600632E2,5.181557915E1,4.694344501E0,2.584175110E0,1.749671549E-1,2.510133315E2,1.600241655E1,1.600241655E1
2.458600664E2,5.181558290E1,4.694347130E0,2.584175110E0,4.969623387E-1,2.540389961E2,1.600241655E1,1.600241655E1
2.468600707E2,5.181558594E1,4.694329012E0,2.584175110E0,1.607290208E-1,2.391759853E2,1.600241655E1,1.600241655E1
2.478600738E2,5.181558196E1,4.694328814E0,2.584175110E0,1.417243332E-1,2.173505940E2,1.600241655E1,1.600241655E1
2.488600782E2,5.181558114E1,4.694309089E0,2.584175110E0,1.781393737E-1,2.045152615E2,1.600241655E1,1.600241655E1
2.498600817E2,5.181557842E1,4.694288385E0,2.584175110E0,6.497260928E-1,2.321949856E2,1.600241655E1,1.600241655E1
2.508600851E2,5.181557767E1,4.694269019E0,2.584175110E0,6.497260928E-1,2.368041338E2,1.600241655E1,1.600241655E1
2.518600885E2,5.181557446E1,4.694245452E0,2.584175110E0,9.029797912E-1,2.374882456E2,1.600241655E1,1.600241655E1
2.528600928E2,5.181557683E1,4.694218937E0,2.584175110E0,7.400889397E-1,2.185284737E2,1.972387788E1,1.972387788E1
2.538600967E2,5.181557120E1,4.694216765E0,2.584175110E0,9.721842408E-1,2.335390302E2,1.600241655E1,1.600241655E1
