"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.548601007E2,5.181556455E1,4.694212912E0,2.584175110E0,9.444960356E-1,2.329119369E2,1.600241655E1,1.600241655E1
2.558601046E2,5.181556198E1,4.694200534E0,2.584175110E0,9.444960356E-1,2.316277520E2,1.600241655E1,1.600241655E1
2.568601078E2,5.181556100E1,4.694194631E0,2.584175110E0,8.424261808E-1,2.298724481E2,1.600241655E1,1.600241655E1
2.578601118E2,5.181556149E1,4.694193665E0,2.584175110E0,8.424261808E-1,2.279613748E2,1.600241655E1,1.600241655E1
2.588601166E2,5.181556307E1,4.694189457E0,2.584175110E0,6.113031507E-1,2.302373168E2,1.741234609E1,1.741234609E1
2.598601196E2,5.181556362E1,4.694183820E0,2.584175110E0,8.759120852E-2,2.240043867E2,1.766432101E1,1.766432101E1
2.608601243E2,5.181556462E1,4.694188863E0,2.584175110E0,3.221757710E-1,2.285627046E2,1.758637788E1,1.758637788E1
2.618601284E2,5.181556417E1,4.694190506E0,2.584175110E0,1.382461041E-1,2.270474818E2,1.749720435E1,1.749720435E1
2.628601320E2,5.181556467E1,4.694193909E0,2.584175110E0,5.711345002E-2,2.257564258E2,1.748684260E1,1.748684260E1
2.638601360E2,5.181556657E1,4.694192487E0,2.584175110E0,1.382461041E-1,2.259692408E2,1.771403980E1,1.771403980E1
2.648601404E2,5.181556565E1,4.694187372E0,2.584175110E0,2.526981235E-1,2.247174584E2,1.773348411E1,1.773348411E1
2.658601445E2,5.181556706E1,4.694185731E0,2.584175110E0,4.462133348E-1,2.252028390E2,1.792421201E1,1.792421201E1
2.668601483E2,5.181556834E1,4.694166728E0,2.584175110E0,4.462133348E-1,2.372076887E2,1.885858853E1,1.885858853E1
2.678601524E2,5.181556552E1,4.694155587E0,2.584175110E0,1.373355389E-1,2.385430727E2,1.931956944E1,1.931956944E1
2.688601569E2,5.181556056E1,4.694143597E0,2.584175110E0,1.930062622E-1,2.406800203E2,1.937840717E1,1.937840717E1
2.698601606E2,5.181556114E1,4.694129113E0,2.584175110E0,2.619329691E-1,2.477424086E2,1.939068483E1,1.939068483E1
2.708601648E2,5.181556209E1,4.694115375E0,2.584175110E0,2.368141562E-1,2.582768279E2,1.970589093E1,1.970589093E1
2.718601687E2,5.181556365E1,4.694105993E0,2.584175110E0,2.619329691E-1,2.645484989E2,2.012716922E1,2.012716922E1
2.728601730E2,5.181556748E1,4.694102482E0,2.584175110E0,2.459422946E-1,2.660544190E2,2.061732014E1,2.061732014E1
2.738601772E2,5.181556681E1,4.694099146E0,2.584175110E0,3.148754314E-2,2.629822545E2,2.066576204E1,2.066576204E1
2.748601813E2,5.181556424E1,4.694098116E0,2.584175110E0,1.279321760E-1,8.739845175E1,2.046102988E1,2.046102988E1
2.758601855E2,5.181556545E1,4.694096814E0,2.584175110E0,2.987499163E-2,8.981271189E1,2.062252699E1,2.062252699E1
2.768601897E2,5.181556513E1,4.694097399E0,2.584175110E0,3.945203722E-1,1.117262059E2,2.057060724E1,2.057060724E1
2.778601941E2,5.181556253E1,4.694119939E0,2.584175110E0,5.387280583E-1,1.077133195E2,1.965698982E1,1.965698982E1
2.788601984E2,5.181555953E1,4.694140368E0,2.584175110E0,5.387280583E-1,1.097485519E2,1.922786115E1,1.922786115E1
2.798602026E2,5.181555715E1,4.694159279E0,2.584175110E0,6.020458937E-1,1.091928546E2,1.875093750E1,1.875093750E1
2.808602064E2,5.181555464E1,4.694171642E0,2.584175110E0,2.855997682E-1,1.094900019E2,1.600241655E1,1.600241655E1
2.818602107E2,5.181555386E1,4.694174344E0,2.584175110E0,-1.000000000E0,-1.000000000E0,1.600241655E1,1.600241655E1
2.828602144E2,5.181555310E1,4.694174410E0,2.917517050E0,3.326165378E-1,1.096428684E2,1.600241655E1,1.600241655E1
2.838602186E2,5.181555548E1,4.694175331E0,2.617509304E0,-1.000000000E0,-1.000000000E0,1.600241655E1,1.600241655E1
2.848602227E2,5.181555544E1,4.694176592E0,2.935248833E0,-1.000000000E0,-1.000000000E0,1.600241655E1,1.600241655E1
2.858602269E2,5.181555549E1,4.694176589E0,3.180208398E0,-1.000000000E0,-1.000000000E0,1.600241655E1,1.600241655E1
2.868602312E2,5.181555552E1,4.694176580E0,3.367554766E0,5.944918841E-3,1.093744010E2,1.600241655E1,1.600241655E1
2.878602357E2,5.181555551E1,4.694176725E0,2.662513075E0,9.076722898E-3,1.043502641E2,1.600241655E1,1.600241655E1
2.888602396E2,5.181555419E1,4.694181949E0,2.592008906E0,2.227326110E-2,1.009473751E2,1.600241655E1,1.600241655E1
2.898602446E2,5.181555306E1,4.694187783E0,2.584958490E0,8.971751481E-2,9.991763525E1,1.600241655E1,1.600241655E1
2.908602483E2,5.181555221E1,4.694185055E0,2.584253448E0,7.631253451E-2,9.872678494E1,1.600241655E1,1.600241655E1
2.918602524E2,5.181555309E1,4.694181390E0,2.584182944E0,9.610004723E-2,1.011814798E2,1.600241655E1,1.600241655E1
2.928602573E2,5.181555344E1,4.694179320E0,2.584175893E0,9.610004723E-2,1.381030236E2,1.600241655E1,1.600241655E1
2.938602612E2,5.181555299E1,4.694183939E0,2.584175188E0,2.821187377E-1,1.238440884E2,1.600241655E1,1.600241655E1
2.948602655E2,5.181555192E1,4.694184906E0,2.584175118E0,2.417864352E-1,1.078037717E2,1.600241655E1,1.600241655E1
2.958602699E2,5.181555217E1,4.694182200E0,2.584175111E0,1.407711767E-2,1.038008369E2,1.600241655E1,1.600241655E1
2.968602735E2,5.181555410E1,4.694182527E0,2.584175110E0,1.075493544E-1,2.837747437E2,1.600241655E1,1.600241655E1
2.978602780E2,5.181556162E1,4.694199719E0,2.584175110E0,9.177151322E-2,2.586628429E2,1.600241655E1,1.600241655E1
2.988602824E2,5.181556929E1,4.694211419E0,2.584175110E0,2.167649120E-1,5.092009162E1,1.600241655E1,1.600241655E1
2.998602868E2,5.181556653E1,4.694220808E0,2.584175110E0,3.645055890E-1,3.951686882E1,1.600241655E1,1.600241655E1
3.008602904E2,5.181556123E1,4.694232928E0,2.584175110E0,3.645055890E-1,5.240692818E1,1.600241655E1,1.600241655E1
3.018602949E2,5.181556125E1,4.694235449E0,2.584175110E0,3.645055890E-1,6.672529279E1,1.600241655E1,1.600241655E1
3.028602996E2,5.181555958E1,4.694234928E0,2.584175110E0,3.676308692E-1,6.388360625E1,1.600241655E1,1.600241655E1
3.038603035E2,5.181556256E1,4.694231865E0,2.584175110E0,4.507653415E-1,6.644971515E1,1.600241655E1,1.600241655E1
3.048603073E2,5.181556742E1,4.694231633E0,2.584175110E0,4.507653415E-1,5.534858479E1,1.600241655E1,1.600241655E1
3.058603120E2,5.181557806E1,4.694238042E0,2.584175110E0,5.429529548E-1,4.153384076E1,1.600241655E1,1.600241655E1
3.068593163E2,5.181558722E1,4.694244816E0,2.584175110E0,5.818650126E-1,4.160660276E1,1.805468390E1,1.805468390E1
3.078593206E2,5.181558665E1,4.694240388E0,2.584175110E0,6.680701971E-1,4.553229497E1,1.820237996E1,1.820237996E1
3.088593251E2,5.181558789E1,4.694245927E0,2.584175110E0,7.854045033E-1,5.540277209E1,1.807211644E1,1.807211644E1
3.098593292E2,5.181559058E1,4.694253850E0,2.584175110E0,7.854045033E-1,5.499408773E1,1.811529567E1,1.811529567E1
3.108593336E2,5.181559116E1,4.694254009E0,2.584175110E0,7.854045033E-1,5.446752112E1,1.815708543E1,1.815708543E1
3.118593379E2,5.181559133E1,4.694253294E0,2.584175110E0,2.923883200E-1,5.491381934E1,1.820159454E1,1.820159454E1
3.128593419E2,5.181559137E1,4.694251669E0,2.584175110E0,2.923883200E-1,5.567173470E1,1.824471931E1,1.824471931E1
3.138593459E2,5.181559199E1,4.694253136E0,2.584175110E0,2.923883200E-1,5.435485032E1,1.826630949E1,1.826630949E1
3.148593506E2,5.181559241E1,4.694253407E0,2.584175110E0,3.211054206E-1,5.540293602E1,1.829318935E1,1.829318935E1
3.158593544E2,5.181559068E1,4.694250047E0,2.584175110E0,4.852862060E-1,5.496274399E1,1.821338620E1,1.821338620E1
3.168593582E2,5.181559263E1,4.694253018E0,2.584175110E0,9.216613136E-3,6.074191048E1,1.835047570E1,1.835047570E1
3.178593633E2,5.181559293E1,4.694247758E0,2.584175110E0,2.488299273E-2,6.070691259E1,1.850537604E1,1.850537604E1
3.188593675E2,5.181559028E1,4.694232829E0,2.584175110E0,2.420366555E-1,5.985499675E1,1.885571170E1,1.885571170E1
3.198593712E2,5.181558596E1,4.694227822E0,2.584175110E0,2.797398567E-1,5.677264849E1,1.882772624E1,1.882772624E1
3.208593762E2,5.181558673E1,4.694222733E0,2.584175110E0,2.320995927E-1,4.994211440E1,1.917255121E1,1.917255121E1
3.218593795E2,5.181558659E1,4.694222240E0,2.584175110E0,2.797398567E-1,2.670425698E1,1.969742331E1,1.969742331E1
3.228593843E2,5.181558798E1,4.694221304E0,2.584175110E0,4.833337069E-1,2.364149941E1,1.932809533E1,1.932809533E1
3.238593889E2,5.181557953E1,4.694216677E0,2.584175110E0,2.911680639E-1,4.268983320E1,1.925590180E1,1.925590180E1
3.248593931E2,5.181557302E1,4.694208621E0,2.584175110E0,2.399223149E-1,4.856761738E1,1.849428778E1,1.849428778E1
3.258593972E2,5.181556635E1,4.694197717E0,2.584175110E0,1.729599684E-1,5.191878481E1,1.764467833E1,1.764467833E1
3.268594017E2,5.181555943E1,4.694195016E0,2.584175110E0,5.442921445E-2,6.678117057E1,1.600241655E1,1.600241655E1
3.278594056E2,5.181555536E1,4.694194579E0,2.584175110E0,1.699660346E-2,6.506872603E1,1.600241655E1,1.600241655E1
3.288594100E2,5.181555437E1,4.694195012E0,2.584175110E0,3.110460341E-1,5.435004870E1,1.600241655E1,1.600241655E1
3.298594135E2,5.181555451E1,4.694198473E0,2.584175110E0,3.110460341E-1,5.443655304E1,1.600241655E1,1.600241655E1
3.308594184E2,5.181555047E1,4.694190684E0,2.584175110E0,3.197411597E-1,5.480500418E1,1.600241655E1,1.600241655E1
3.318594222E2,5.181555260E1,4.694201993E0,2.584175110E0,1.555909067E-1,5.501489931E1,1.600241655E1,1.600241655E1
3.328594269E2,5.181555498E1,4.694204520E0,2.584175110E0,6.090087891E-1,5.303052445E1,1.600241655E1,1.600241655E1
3.338594309E2,5.181555778E1,4.694209398E0,2.584175110E0,4.636902511E-1,5.197278428E1,1.600241655E1,1.600241655E1
3.348594356E2,5.181556198E1,4.694213771E0,2.584175110E0,5.986608267E-1,5.345152707E1,1.600241655E1,1.600241655E1
3.358594393E2,5.181556506E1,4.694212555E0,2.584175110E0,3.972708583E-1,5.491261040E1,1.600241655E1,1.600241655E1
3.368594437E2,5.181556596E1,4.694210349E0,2.584175110E0,1.818876415E-1,6.453599177E1,1.600241655E1,1.600241655E1
3.378594486E2,5.181556785E1,4.694204475E0,2.584175110E0,3.972708583E-1,7.616278374E1,1.786466572E1,1.786466572E1
3.388594521E2,5.181557146E1,4.694199653E0,2.584175110E0,4.481017292E-1,7.595060391E1,1.821589333E1,1.821589333E1
3.398594568E2,5.181557791E1,4.694200970E0,2.584175110E0,5.715198517E-1,4.551803353E1,1.893790008E1,1.893790008E1
3.408594605E2,5.181558677E1,4.694200613E0,2.584175110E0,6.533296108E-1,4.383371230E1,1.992040398E1,1.992040398E1
3.418594648E2,5.181557706E1,4.694180253E0,2.584175110E0,6.533296108E-1,3.817487325E1,1.909215843E1,1.909215843E1
3.428594698E2,5.181560069E1,4.694176266E0,2.584175110E0,3.578109900E-3,1.376324611E1,1.600241655E1,1.600241655E1
3.438594741E2,5.181560213E1,4.694167822E0,2.584175110E0,9.221198410E-2,9.902840268E0,1.600241655E1,1.600241655E1
3.448594778E2,5.181560165E1,4.694164681E0,2.584175110E0,1.200963929E-1,3.575707849E1,1.600241655E1,1.600241655E1
3.458594825E2,5.181559494E1,4.694150726E0,2.584175110E0,9.542956948E-2,3.263960599E1,2.182889816E1,2.182889816E1
3.468594868E2,5.181559451E1,4.694149631E0,2.584175110E0,2.276098877E-1,3.722010160E1,2.183219778E1,2.183219778E1
3.478594904E2,5.181559175E1,4.694147090E0,2.584175110E0,4.876805544E-1,3.629913597E1,2.168965833E1,2.168965833E1
3.488594953E2,5.181559133E1,4.694150189E0,2.584175110E0,8.546146750E-1,5.050992169E1,2.152284185E1,2.152284185E1
3.498594989E2,5.181559113E1,4.694152080E0,2.584175110E0,7.943210006E-1,4.979705484E1,2.142758364E1,2.142758364E1
3.508595030E2,5.181559021E1,4.694156388E0,2.584175110E0,7.943210006E-1,5.011130502E1,2.117351600E1,2.117351600E1
3.518595076E2,5.181559427E1,4.694152318E0,2.584175110E0,5.354949832E-1,5.065886079E1,2.170544441E1,2.170544441E1
3.528595122E2,5.181559909E1,4.694147549E0,2.584175110E0,7.223872542E-1,5.058864303E1,2.233458531E1,2.233458531E1
3.538595165E2,5.181559993E1,4.694147192E0,2.584175110E0,7.223872542E-1,4.982549233E1,1.600241655E1,1.600241655E1
3.548595202E2,5.181560445E1,4.694153888E0,2.584175110E0,7.499203086E-1,3.932045307E1,1.600241655E1,1.600241655E1
3.558595243E2,5.181561230E1,4.694162795E0,2.584175110E0,1.026917577E0,3.647558707E1,1.600241655E1,1.600241655E1
3.568595291E2,5.181563003E1,4.694172513E0,2.584175110E0,1.026917577E0,3.441532881E1,2.490721390E1,2.490721390E1
3.578595334E2,5.181563535E1,4.694171528E0,2.584175110E0,9.182153940E-1,3.309783996E1,2.540528928E1,2.540528928E1
3.588595380E2,5.181564067E1,4.694176193E0,2.584175110E0,9.182153940E-1,3.205258538E1,2.565334241E1,2.565334241E1
3.598595413E2,5.181564734E1,4.694185821E0,2.584175110E0,9.363696575E-1,3.052000363E1,2.587787065E1,2.587787065E1
3.608595462E2,5.181565472E1,4.694196482E0,2.584175110E0,1.463482976E0,3.106897325E1,1.600241655E1,1.600241655E1
3.618595498E2,5.181566113E1,4.694204125E0,2.584175110E0,1.463482976E0,3.169924603E1,1.600241655E1,1.600241655E1
3.628595549E2,5.181567077E1,4.694215430E0,2.584175110E0,1.463482976E0,3.278128460E1,1.600241655E1,1.600241655E1
3.638595587E2,5.181567939E1,4.694224333E0,2.584175110E0,1.096569896E0,3.607477450E1,1.600241655E1,1.600241655E1
3.648595634E2,5.181567684E1,4.694225590E0,2.584175110E0,2.093743533E-1,3.917844661E1,1.600241655E1,1.600241655E1
3.658595674E2,5.181567564E1,4.694223424E0,2.584175110E0,9.318562597E-2,4.174661823E1,1.600241655E1,1.600241655E1
3.668595712E2,5.181567158E1,4.694228384E0,2.584175110E0,2.093743533E-1,3.738343874E1,1.600241655E1,1.600241655E1
3.678595763E2,5.181566653E1,4.694223063E0,2.584175110E0,6.176509857E-1,3.749056343E1,1.600241655E1,1.600241655E1
3.688595804E2,5.181566902E1,4.694228612E0,2.584175110E0,2.083042115E-1,6.401066826E1,1.600241655E1,1.600241655E1
3.698595840E2,5.181566782E1,4.694234784E0,2.584175110E0,4.557951540E-2,7.865343954E1,1.600241655E1,1.600241655E1
3.708595889E2,5.181566667E1,4.694239282E0,2.584175110E0,2.408472151E-1,1.117614770E2,1.600241655E1,1.600241655E1
3.718595932E2,5.181566509E1,4.694245066E0,2.584175110E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
3.728595970E2,5.181565892E1,4.694255160E0,2.895184250E0,1.024514437E0,1.501307955E2,1.600241655E1,1.600241655E1
3.738596016E2,5.181564850E1,4.694259545E0,2.615276024E0,1.349859953E0,1.635136769E2,1.600241655E1,1.600241655E1
3.748596059E2,5.181563252E1,4.694265877E0,2.587285201E0,1.349859953E0,1.693343914E2,1.600241655E1,1.600241655E1
3.758596096E2,5.181561816E1,4.694275246E0,2.584486119E0,1.349859953E0,1.611211572E2,1.600241655E1,1.600241655E1
3.768596141E2,5.181560864E1,4.694280692E0,2.584206211E0,1.002948165E0,1.593606077E2,1.600241655E1,1.600241655E1
3.778596183E2,5.181560384E1,4.694285712E0,2.584178220E0,1.002948165E0,1.584158013E2,1.600241655E1,1.600241655E1
3.788596227E2,5.181560376E1,4.694282660E0,2.584175421E0,2.155905515E-1,1.489230131E2,1.600241655E1,1.600241655E1
3.798596270E2,5.181560506E1,4.694276913E0,2.584175141E0,6.700967997E-2,1.431227892E2,1.600241655E1,1.600241655E1
3.808596314E2,5.181560983E1,4.694272239E0,2.584175113E0,2.078546137E-1,1.571764908E2,1.600241655E1,1.600241655E1
3.818596355E2,5.181561018E1,4.694270979E0,2.584175110E0,9.019618034E-1,1.591680920E2,1.600241655E1,1.600241655E1
3.828596396E2,5.181560000E1,4.694271756E0,2.584175110E0,9.019618034E-1,1.604614839E2,1.600241655E1,1.600241655E1
3.838596438E2,5.181558832E1,4.694270347E0,2.584175110E0,1.169201493E0,1.796293580E2,1.600241655E1,1.600241655E1
3.848596480E2,5.181557037E1,4.694263055E0,2.584175110E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
3.858596529E2,5.181555242E1,4.694241567E0,2.840953009E0,1.973365307E0,2.155677233E2,3.200483309E1,3.200483309E1
3.868596566E2,5.181553117E1,4.694208300E0,2.609852900E0,2.634607315E0,2.135373130E2,3.200483309E1,3.200483309E1
3.878596607E2,5.181550873E1,4.694184930E0,2.586742889E0,2.466325521E0,2.110025888E2,3.200483309E1,3.200483309E1
3.888596650E2,5.181549159E1,4.694174933E0,2.584431888E0,2.466325521E0,2.088979070E2,3.200483309E1,3.200483309E1
3.898596691E2,5.181547442E1,4.694172205E0,2.584200788E0,8.325456977E-1,2.067708905E2,3.200483309E1,3.200483309E1
3.908596743E2,5.181545931E1,4.694169448E0,2.584177678E0,8.325456977E-1,2.048924382E2,3.200483309E1,3.200483309E1
3.918596780E2,5.181545597E1,4.694168734E0,2.584175367E0,6.106593013E-1,2.057672625E2,3.200483309E1,3.200483309E1
3.928596828E2,5.181546204E1,4.694176550E0,2.584175136E0,4.573682845E-1,2.063562160E2,3.200483309E1,3.200483309E1
3.938596867E2,5.181546253E1,4.694175933E0,2.584175112E0,3.130909503E-1,2.063841515E2,3.200483309E1,3.200483309E1
3.948596914E2,5.181545553E1,4.694186224E0,2.584175110E0,3.130909503E-1,2.068347527E2,3.200483309E1,3.200483309E1
3.958596953E2,5.181544971E1,4.694183339E0,2.584175110E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
3.968596991E2,5.181543627E1,4.694178465E0,2.852658784E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
3.978597034E2,5.181541466E1,4.694172192E0,3.074607402E0,1.938550472E0,2.198583935E2,3.200483309E1,3.200483309E1
3.988597078E2,5.181539456E1,4.694165821E0,2.633218339E0,1.938550472E0,2.046465650E2,3.200483309E1,3.200483309E1
3.998597120E2,5.181538925E1,4.694174862E0,2.588179927E0,1.784563422E0,1.852744274E2,3.200483309E1,3.200483309E1
4.008597164E2,5.181536326E1,4.694183008E0,2.584575592E0,9.543500543E-1,1.795782545E2,3.200483309E1,3.200483309E1
4.018597202E2,5.181534264E1,4.694191640E0,2.584215158E0,1.174027562E0,1.796150009E2,3.200483309E1,3.200483309E1
4.028597250E2,5.181532560E1,4.694194880E0,2.584179115E0,1.350890398E0,1.789723484E2,3.200483309E1,3.200483309E1
4.038597292E2,5.181530881E1,4.694198474E0,2.584175510E0,1.350890398E0,1.788516043E2,3.200483309E1,3.200483309E1
4.048597337E2,5.181529961E1,4.694197314E0,2.584175150E0,1.350890398E0,1.781558403E2,3.200483309E1,3.200483309E1
4.058597381E2,5.181529567E1,4.694195692E0,2.584175114E0,9.529579282E-1,1.784218625E2,3.200483309E1,3.200483309E1
4.068597420E2,5.181529271E1,4.694190293E0,2.584175110E0,9.529579282E-1,1.825773906E2,3.200483309E1,3.200483309E1
4.078597462E2,5.181529649E1,4.694180549E0,2.584175110E0,1.789148003E-1,1.792539025E2,3.200483309E1,3.200483309E1
4.088597505E2,5.181530428E1,4.694174743E0,2.584175110E0,1.731039882E-1,1.792993232E2,3.200483309E1,3.200483309E1
4.098597541E2,5.181531527E1,4.694166408E0,2.584175110E0,1.687877774E-1,1.793184068E2,3.200483309E1,3.200483309E1
4.108597594E2,5.181532374E1,4.694158721E0,2.583763123E0,1.719506383E-1,1.790933657E2,3.200483309E1,3.200483309E1
4.118597628E2,5.181532176E1,4.694155495E0,2.571956253E0,1.776388139E-1,1.805470349E2,3.200483309E1,3.200483309E1
4.128597679E2,5.181532303E1,4.694151954E0,2.565687523E0,2.668821625E-2,1.815575613E2,3.200483309E1,3.200483309E1
4.138597715E2,5.181533965E1,4.694140673E0,2.559708248E0,2.197155803E-1,1.822665623E2,3.200483309E1,3.200483309E1
4.148597763E2,5.181534423E1,4.694135372E0,2.544625534E0,2.117732167E-1,1.831959188E2,3.200483309E1,3.200483309E1
4.158597806E2,5.181534844E1,4.694133737E0,2.536498000E0,1.131747663E-1,1.828813613E2,3.200483309E1,3.200483309E1
4.168597848E2,5.181535127E1,4.694118575E0,2.534318822E0,1.092831567E-1,1.794692173E2,3.200483309E1,3.200483309E1
4.178597890E2,5.181534841E1,4.694097649E0,2.514239682E0,1.756147295E-1,1.834396200E2,3.200483309E1,3.200483309E1
4.188597927E2,5.181534809E1,4.694097263E0,2.482664813E0,5.065819621E-2,1.564258393E2,3.200483309E1,3.200483309E1
4.198597977E2,5.181535611E1,4.694099316E0,2.478834413E0,1.756147295E-1,1.523906319E2,3.200483309E1,3.200483309E1
4.208598019E2,5.181536278E1,4.694100496E0,2.484837177E0,3.467747271E-1,1.265206757E2,3.200483309E1,3.200483309E1
4.218598061E2,5.181536575E1,4.694109845E0,2.489910949E0,5.716007352E-1,1.042060651E2,3.200483309E1,3.200483309E1
4.228598098E2,5.181536794E1,4.694102128E0,2.503447424E0,1.584538519E-1,1.142221346E2,3.200483309E1,3.200483309E1
4.238598146E2,5.181538515E1,4.694087355E0,2.496053208E0,4.671534598E-1,9.048726137E1,3.200483309E1,3.200483309E1
4.248598186E2,5.181540755E1,4.694090694E0,2.486013173E0,4.671534598E-1,5.003999101E1,3.200483309E1,3.200483309E1
4.258598231E2,5.181542811E1,4.694091704E0,2.500022673E0,7.769390345E-1,4.253406049E1,3.200483309E1,3.200483309E1
4.268598276E2,5.181544389E1,4.694092849E0,2.512602212E0,8.327001929E-1,4.219575781E1,3.200483309E1,3.200483309E1
4.278598316E2,5.181546029E1,4.694099099E0,2.522525633E0,8.327001929E-1,4.187172339E1,3.200483309E1,3.200483309E1
4.288598351E2,5.181547383E1,4.694110585E0,2.535455307E0,1.220578313E0,4.271333247E1,3.200483309E1,3.200483309E1
4.298598397E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.308598447E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.318598487E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.328598528E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.338598571E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.348598615E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.358598654E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.368598701E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.378598740E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.388598781E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.398598820E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.408598870E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.418598911E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.428598953E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.438598995E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.448599037E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.458599085E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.468599126E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.478599166E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.488599204E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.498599255E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.508599297E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.518599339E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.528599384E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.538599424E2,5.181547383E1,4.694110585E0,2.535455307E0,0.000000000E0,4.271333247E1,3.200483309E1,3.200483309E1
4.548599463E2,5.181548868E1,4.694128760E0,2.550510406E0,2.380508929E-1,4.223634620E1,3.200483309E1,3.200483309E1
4.558599505E2,5.181549214E1,4.694131288E0,2.564047623E0,1.895053387E-1,4.010763920E1,3.200483309E1,3.200483309E1
4.568599548E2,5.181549508E1,4.694131296E0,2.567330818E0,8.688911796E-3,3.704998891E1,3.200483309E1,3.200483309E1
4.578599596E2,5.181549848E1,4.694130293E0,2.568349216E0,4.392354563E-2,3.595864079E1,3.200483309E1,3.200483309E1
4.588599632E2,5.181550555E1,4.694132482E0,2.568866477E0,1.880469322E-1,3.338695163E1,3.200483309E1,3.200483309E1
4.598599674E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.608599724E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.618599757E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.628594505E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.638589506E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.648584837E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.658580425E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.668576326E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.678572478E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
4.688568871E2,5.181550555E1,4.694132482E0,2.568866477E0,0.000000000E0,3.338695163E1,3.200483309E1,3.200483309E1
