"Time (s)","X (hPa)"
8.266375977E2,1.053837357E3
8.275972137E2,1.050907364E3
8.285568267E2,1.049655533E3
8.295163897E2,1.049617691E3
8.304763667E2,1.049655533E3
8.314364807E2,1.049615402E3
8.323966277E2,1.049695816E3
8.333567207E2,1.049695816E3
8.343163277E2,1.049706116E3
8.352760247E2,1.049706116E3
8.362357777E2,1.049544983E3
8.371955847E2,1.049544983E3
8.381552747E2,1.049924622E3
8.391154057E2,1.049924622E3
8.400755887E2,1.049816742E3
8.410355737E2,1.049777145E3
8.419953607E2,1.049729004E3
8.429551257E2,1.049701767E3
8.439148867E2,1.049564514E3
8.448746797E2,1.049564514E3
8.458344117E2,1.049566193E3
8.467942127E2,1.049588394E3
8.477538537E2,1.049749756E3
8.487136107E2,1.049749756E3
8.496734727E2,1.049619751E3
8.506332047E2,1.049364090E3
8.515929107E2,1.049340057E3
8.525526357E2,1.049325790E3
8.535124687E2,1.049325790E3
8.544722467E2,1.049398346E3
8.554321257E2,1.049398346E3
8.563918077E2,1.049444351E3
8.573515097E2,1.049361038E3
8.583115567E2,1.049291458E3
8.592716807E2,1.049243011E3
8.602317717E2,1.049073639E3
8.611920187E2,1.049015198E3
8.621522637E2,1.048937454E3
8.631123557E2,1.048734818E3
8.640721257E2,1.048535919E3
8.650319757E2,1.048375778E3
8.659921957E2,1.048375778E3
8.669522927E2,1.048309937E3
8.679123317E2,1.048494034E3
8.688724017E2,1.049656372E3
8.698325397E2,1.050308685E3
8.707926747E2,1.052654724E3
8.717528307E2,1.054842072E3
8.727130617E2,1.054842072E3
8.736732697E2,1.054648438E3
8.746331397E2,1.053755722E3
8.755930677E2,1.051718292E3
8.765531387E2,1.049810257E3
8.775131127E2,1.048574066E3
8.784728597E2,1.048169479E3
8.794324897E2,1.048153305E3
8.803921937E2,1.048152008E3
8.813518647E2,1.047961655E3
8.823114377E2,1.047789459E3
8.832711027E2,1.047789459E3
8.842308327E2,1.048094254E3
8.851910847E2,1.048191223E3
8.861514577E2,1.048191681E3
8.871116787E2,1.048191681E3
8.880718817E2,1.048014145E3
8.890319947E2,1.047834396E3
8.899920567E2,1.047790909E3
8.909521657E2,1.047665863E3
8.919122467E2,1.047665863E3
8.928722557E2,1.047991257E3
8.938322767E2,1.048208618E3
8.947919747E2,1.048208618E3
8.957515287E2,1.047953186E3
8.967112337E2,1.047587967E3
8.976711667E2,1.047330704E3
8.986310857E2,1.047137680E3
8.995911217E2,1.047135849E3
9.005512527E2,1.047137680E3
9.015113667E2,1.047295609E3
9.024716417E2,1.047295609E3
9.034317937E2,1.047260971E3
9.043916087E2,1.047260971E3
9.053518797E2,1.047301102E3
9.063121767E2,1.047301102E3
9.072724427E2,1.047120895E3
9.082323887E2,1.047117462E3
9.091922217E2,1.047086105E3
9.101519467E2,1.047082291E3
9.111121887E2,1.047055893E3
9.120726037E2,1.047055893E3
9.130329017E2,1.047061996E3
9.139930907E2,1.047061996E3
9.149533747E2,1.047061996E3
9.159135337E2,1.047049103E3
9.168737037E2,1.047009964E3
9.178338927E2,1.047005005E3
9.187940797E2,1.047005005E3
9.197542497E2,1.048680725E3
9.207144727E2,1.050326462E3
9.216745337E2,1.053163986E3
9.226346267E2,1.055691986E3
9.235948507E2,1.055691986E3
9.245550047E2,1.054760361E3
9.255145077E2,1.053826981E3
9.264740357E2,1.051251373E3
9.274336237E2,1.048447189E3
9.283935547E2,1.047475357E3
9.293533217E2,1.047445450E3
9.303133037E2,1.046639709E3
9.312729257E2,1.046549530E3
9.322327967E2,1.046394043E3
9.331927377E2,1.046064835E3
9.341527177E2,1.046064835E3
9.351126577E2,1.046118088E3
9.360725777E2,1.046118088E3
9.370324927E2,1.046091156E3
9.379925817E2,1.046060562E3
9.389525887E2,1.046060562E3
9.399126557E2,1.045979385E3
9.408727247E2,1.045761719E3
9.418325767E2,1.045753937E3
9.427924787E2,1.045500641E3
9.437526047E2,1.045500641E3
9.447127057E2,1.045632019E3
9.456727297E2,1.045632019E3
9.466326497E2,1.045464783E3
9.475921137E2,1.045464783E3
9.485514647E2,1.045470963E3
9.495108587E2,1.045470963E3
9.504701537E2,1.045397491E3
9.514297167E2,1.045397491E3
9.523895507E2,1.045576782E3
9.533494837E2,1.045633621E3
9.543093847E2,1.045696182E3
9.552691897E2,1.045781708E3
9.562290987E2,1.045781708E3
9.571887937E2,1.045585327E3
9.581486267E2,1.045585327E3
9.591084857E2,1.045622711E3
9.600684197E2,1.045622711E3
9.610282777E2,1.045622711E3
9.619879967E2,1.045774384E3
9.629476947E2,1.045845337E3
9.639075637E2,1.045845337E3
9.648674847E2,1.045718460E3
9.658269947E2,1.045420609E3
9.667865007E2,1.045112839E3
9.677460687E2,1.045112839E3
9.687056657E2,1.045343323E3
9.696652757E2,1.047099762E3
9.706248087E2,1.048836212E3
9.715845687E2,1.051338959E3
9.725442547E2,1.054102631E3
9.735039847E2,1.054102631E3
9.744636297E2,1.054090500E3
9.754230967E2,1.053010559E3
9.763829667E2,1.050497131E3
9.773426127E2,1.047450409E3
9.783024457E2,1.045554123E3
9.792621557E2,1.045397110E3
9.802219317E2,1.045127258E3
9.811817137E2,1.045003586E3
9.821414537E2,1.044889526E3
9.831011917E2,1.044878616E3
9.840610567E2,1.044792328E3
9.850208187E2,1.044597473E3
9.859805587E2,1.044421616E3
9.869402887E2,1.044399338E3
9.879001247E2,1.044328003E3
9.888599957E2,1.044328003E3
9.898199187E2,1.044445801E3
9.907797227E2,1.044647141E3
9.917394847E2,1.044683533E3
9.926992407E2,1.044875183E3
9.936590477E2,1.044875183E3
9.946187237E2,1.044615860E3
9.955785017E2,1.044348221E3
9.965383177E2,1.044295349E3
9.974981637E2,1.044213943E3
9.984579617E2,1.044213943E3
9.994178737E2,1.044278412E3
1.000377910E3,1.044278412E3
1.001337868E3,1.044278412E3
1.002297767E3,1.044214325E3
1.003257518E3,1.044214325E3
1.004217362E3,1.044084549E3
1.005177211E3,1.044084549E3
1.006136974E3,1.044077225E3
1.007096957E3,1.044014893E3
1.008057098E3,1.043950729E3
1.009017249E3,1.043898163E3
1.009977411E3,1.043848114E3
1.010937439E3,1.043592834E3
1.011897472E3,1.043298264E3
1.012857449E3,1.043182755E3
1.013817550E3,1.043137283E3
1.014777741E3,1.043089523E3
1.015737903E3,1.043089523E3
1.016697879E3,1.043092651E3
1.017657944E3,1.043392944E3
1.018617961E3,1.044032898E3
1.019577922E3,1.045973587E3
1.020537928E3,1.047177200E3
1.021497914E3,1.048488922E3
1.022457502E3,1.050409088E3
1.023417054E3,1.050409088E3
1.024376431E3,1.048994980E3
1.025335991E3,1.047740250E3
1.026295557E3,1.046068954E3
1.027255166E3,1.044515381E3
1.028214695E3,1.043519821E3
1.029174189E3,1.043519821E3
1.030133573E3,1.043543091E3
1.031093055E3,1.043616104E3
1.032052644E3,1.043616104E3
1.033012217E3,1.043317184E3
1.033971837E3,1.043283920E3
1.034931472E3,1.043283920E3
1.035891121E3,1.043237000E3
1.036850827E3,1.043216782E3
1.037810782E3,1.043147278E3
1.038770911E3,1.042865601E3
1.039730920E3,1.042849121E3
1.040690601E3,1.042820740E3
1.041650619E3,1.042849121E3
1.042610672E3,1.043040237E3
1.043570526E3,1.043200836E3
1.044530322E3,1.043200836E3
1.045490170E3,1.043200684E3
1.046450090E3,1.043050385E3
1.047410558E3,1.042925720E3
1.048370821E3,1.042913513E3
1.049330978E3,1.042809525E3
1.050291151E3,1.042809525E3
1.051251337E3,1.043001022E3
1.052211531E3,1.043001022E3
1.053171713E3,1.042910385E3
1.054131758E3,1.042797318E3
1.055092015E3,1.042797318E3
1.056052266E3,1.042615891E3
1.057012415E3,1.042615891E3
1.057972676E3,1.042621689E3
1.058932841E3,1.042621689E3
1.059892996E3,1.042368088E3
1.060853090E3,1.042334137E3
1.061813170E3,1.042321701E3
1.062773262E3,1.042269821E3
1.063733392E3,1.042026291E3
1.064693362E3,1.041985168E3
1.065653445E3,1.042026291E3
1.066613684E3,1.042038345E3
1.067573723E3,1.042089996E3
1.068533696E3,1.042524643E3
1.069493515E3,1.042769165E3
1.070453131E3,1.044155731E3
1.071412658E3,1.046439743E3
1.072372241E3,1.051104279E3
1.073331919E3,1.055081177E3
1.074291613E3,1.060039902E3
1.075251249E3,1.064124756E3
1.076210913E3,1.064124756E3
1.077170624E3,1.063519592E3
1.078130413E3,1.059134369E3
1.079090481E3,1.054510803E3
1.080050610E3,1.048926849E3
1.081010523E3,1.044684525E3
1.081970256E3,1.042500687E3
1.082929973E3,1.042240601E3
1.083889739E3,1.042184601E3
1.084850015E3,1.042147980E3
1.085810076E3,1.042083893E3
1.086770006E3,1.042068176E3
1.087729734E3,1.042070465E3
1.088689556E3,1.042068176E3
1.089649181E3,1.042070465E3
1.090608828E3,1.042025757E3
1.091568521E3,1.042082672E3
1.092528227E3,1.042082672E3
1.093488222E3,1.042303314E3
1.094448290E3,1.042303314E3
1.095408408E3,1.041977997E3
1.096368392E3,1.041977997E3
1.097328528E3,1.041928329E3
1.098288574E3,1.041931915E3
1.099248586E3,1.041931915E3
1.100208600E3,1.041944733E3
1.101168423E3,1.041944733E3
1.102128011E3,1.041871185E3
1.103087710E3,1.041676407E3
1.104047388E3,1.041652756E3
1.105007128E3,1.041558685E3
1.105966885E3,1.041472702E3
1.106926551E3,1.041472702E3
1.107886180E3,1.041525574E3
1.108845866E3,1.041525574E3
1.109805639E3,1.041552505E3
1.110765291E3,1.041552505E3
1.111724863E3,1.041552505E3
1.112684183E3,1.041417694E3
1.113643504E3,1.041292801E3
1.114602796E3,1.041274567E3
1.115562080E3,1.041292801E3
1.116521489E3,1.041368408E3
1.117481148E3,1.041540222E3
1.118440792E3,1.041830521E3
1.119400377E3,1.041861038E3
1.120360013E3,1.041861038E3
1.121319624E3,1.041861038E3
1.122279371E3,1.042301788E3
1.123239065E3,1.042606125E3
1.124198681E3,1.043706665E3
1.125158598E3,1.044721069E3
1.126118518E3,1.047720566E3
1.127078264E3,1.055393982E3
1.128037969E3,1.066916275E3
1.128998097E3,1.082801590E3
1.129958387E3,1.103664322E3
1.130918550E3,1.127387009E3
1.131878655E3,1.146456528E3
1.132838872E3,1.160330505E3
1.133798936E3,1.160330505E3
1.134759000E3,1.152392273E3
1.135719075E3,1.132015152E3
1.136679127E3,1.111725159E3
1.137639341E3,1.092004166E3
1.138599483E3,1.076186142E3
1.139559560E3,1.072251358E3
1.140519590E3,1.070941238E3
1.141479697E3,1.069686813E3
1.142439764E3,1.068105469E3
1.143399908E3,1.067326126E3
1.144360004E3,1.066381607E3
1.145320177E3,1.066381607E3
1.146280055E3,1.067665176E3
1.147240012E3,1.068383636E3
1.148199827E3,1.068383636E3
1.149159688E3,1.068265533E3
1.150119639E3,1.067699432E3
1.151079581E3,1.066393433E3
1.152039561E3,1.065366516E3
1.152999599E3,1.065256271E3
1.153959644E3,1.064785080E3
1.154919442E3,1.064723434E3
1.155878723E3,1.064590759E3
1.156838533E3,1.064723434E3
1.157798435E3,1.064590759E3
1.158758289E3,1.064776001E3
1.159718097E3,1.064583969E3
1.160677838E3,1.064188690E3
1.161637651E3,1.064120026E3
1.162597554E3,1.064188690E3
1.163557430E3,1.064659195E3
1.164517251E3,1.065132980E3
1.165477081E3,1.064659195E3
1.166436945E3,1.064776230E3
1.167396777E3,1.064566040E3
1.168356394E3,1.064113617E3
1.169315909E3,1.063562927E3
1.170275428E3,1.064113617E3
1.171235230E3,1.063998260E3
1.172194925E3,1.064292603E3
1.173154295E3,1.063998260E3
1.174113691E3,1.064292603E3
1.175073279E3,1.063794861E3
1.176033250E3,1.064041977E3
1.176993072E3,1.063664398E3
1.177953012E3,1.064041977E3
1.178912935E3,1.063816986E3
1.179872548E3,1.064182739E3
1.180831924E3,1.063816986E3
1.181791268E3,1.064327545E3
1.182750619E3,1.063878708E3
1.183709898E3,1.064327545E3
1.184669402E3,1.063878708E3
1.185628801E3,1.064291153E3
1.186588537E3,1.063550491E3
1.187548276E3,1.064236755E3
1.188507955E3,1.063633804E3
1.189467817E3,1.064236755E3
1.190427489E3,1.064835358E3
1.191386930E3,1.064881134E3
1.192346271E3,1.065363312E3
1.193305448E3,1.065462570E3
1.194264700E3,1.065363312E3
1.195223938E3,1.065462570E3
1.196183389E3,1.066043930E3
1.197142850E3,1.066043930E3
1.198102700E3,1.065171204E3
1.199062703E3,1.064514847E3
1.200022957E3,1.061168289E3
1.200983172E3,1.057744141E3
1.201943359E3,1.057480621E3
1.202903469E3,1.057480621E3
1.203863547E3,1.058286743E3
1.204823604E3,1.060263443E3
1.205783614E3,1.062594757E3
1.206743331E3,1.062903366E3
1.207703262E3,1.062599869E3
1.208663152E3,1.062903366E3
1.209623155E3,1.063611221E3
1.210583066E3,1.064211426E3
1.211543107E3,1.064086456E3
1.212503091E3,1.064536209E3
1.213462949E3,1.064086456E3
1.214422831E3,1.064123154E3
1.215382535E3,1.063660431E3
1.216342223E3,1.064041138E3
1.217301765E3,1.063660431E3
1.218261365E3,1.064041138E3
1.219220999E3,1.063881226E3
1.220180708E3,1.063881226E3
1.221140634E3,1.063698502E3
1.222100462E3,1.063652496E3
1.223060131E3,1.063614120E3
1.224019477E3,1.063549194E3
1.224978809E3,1.063549194E3
1.225938199E3,1.064276810E3
1.226897447E3,1.064683990E3
1.227856782E3,1.065251465E3
1.228816203E3,1.065324097E3
1.229775523E3,1.065251465E3
1.230734788E3,1.065142975E3
1.231694071E3,1.065033493E3
1.232653447E3,1.064965210E3
1.233612575E3,1.064535675E3
1.234571916E3,1.064813461E3
1.235531279E3,1.064653778E3
1.236490492E3,1.064813461E3
1.237449780E3,1.064654083E3
1.238409153E3,1.064874115E3
1.239368741E3,1.064892502E3
1.240328297E3,1.064958725E3
1.241287816E3,1.064958725E3
1.242247235E3,1.065065231E3
1.243206913E3,1.065287933E3
1.244166518E3,1.065065231E3
1.245126098E3,1.065287933E3
1.246085825E3,1.064933014E3
1.247045479E3,1.065177689E3
1.248005261E3,1.064920197E3
1.248965025E3,1.065177689E3
1.249924711E3,1.065157471E3
1.250884115E3,1.065723801E3
1.251843488E3,1.065157471E3
1.252803083E3,1.064777298E3
1.253762539E3,1.064756775E3
1.254721987E3,1.064580841E3
1.255681435E3,1.064099426E3
1.256641269E3,1.064580841E3
1.257601077E3,1.064363556E3
1.258560954E3,1.064393768E3
1.259520868E3,1.064393768E3
1.260480671E3,1.065076065E3
1.261440348E3,1.065076065E3
1.262400073E3,1.064010010E3
1.263359814E3,1.064010010E3
1.264319577E3,1.065860748E3
1.265279260E3,1.066542511E3
1.266238940E3,1.066655655E3
1.267198664E3,1.067820129E3
1.268158455E3,1.067820129E3
1.269118330E3,1.066878586E3
1.270078049E3,1.065032120E3
1.271037734E3,1.064767151E3
1.271997472E3,1.064222412E3
1.272956756E3,1.064222412E3
1.273916091E3,1.064079437E3
1.274875311E3,1.063711624E3
1.275834591E3,1.063545532E3
1.276793789E3,1.062698135E3
1.277753037E3,1.062509766E3
1.278712582E3,1.062645035E3
1.279672295E3,1.062355194E3
1.280632193E3,1.062645035E3
1.281592087E3,1.062470322E3
1.282551914E3,1.063301697E3
1.283511555E3,1.063475113E3
1.284470938E3,1.063553925E3
1.285430251E3,1.063553925E3
1.286389761E3,1.063987274E3
1.287349188E3,1.063506088E3
1.288308628E3,1.063506088E3
1.289268653E3,1.063055496E3
1.290228553E3,1.063045959E3
1.291188362E3,1.063045959E3
1.292148226E3,1.063389130E3
1.293107995E3,1.063407059E3
1.294067757E3,1.063824387E3
1.295027522E3,1.064121017E3
1.295987402E3,1.064121017E3
1.296947257E3,1.064146652E3
1.297907061E3,1.064112244E3
1.298866697E3,1.063889694E3
1.299826231E3,1.063697662E3
1.300785748E3,1.063748779E3
1.301745423E3,1.063697662E3
1.302705149E3,1.063748779E3
1.303664864E3,1.063387146E3
1.304624579E3,1.063630524E3
1.305584347E3,1.063169785E3
1.306544073E3,1.063415985E3
1.307503905E3,1.063325272E3
1.308463268E3,1.063415985E3
1.309422580E3,1.064102478E3
1.310382123E3,1.064229355E3
1.311341223E3,1.064102478E3
1.312300518E3,1.064103928E3
1.313259927E3,1.063645782E3
1.314219132E3,1.063486481E3
1.315178306E3,1.063286972E3
1.316137461E3,1.063286972E3
1.317096478E3,1.063058167E3
1.318055520E3,1.062434998E3
1.319014477E3,1.062298508E3
1.319973362E3,1.062298508E3
1.320932285E3,1.062460785E3
1.321891203E3,1.062688904E3
1.322850561E3,1.063799515E3
1.323810217E3,1.063799515E3
1.324770063E3,1.063449936E3
1.325729580E3,1.061602173E3
1.326689199E3,1.057708588E3
1.327648753E3,1.057034149E3
1.328608264E3,1.057034149E3
1.329567858E3,1.057433090E3
1.330527519E3,1.058400650E3
1.331486822E3,1.061916046E3
1.332446288E3,1.062091370E3
1.333405784E3,1.062131653E3
1.334365242E3,1.062668839E3
1.335324726E3,1.062191467E3
1.336284009E3,1.062519073E3
1.337243282E3,1.062191467E3
1.338202613E3,1.062369766E3
1.339162163E3,1.062369766E3
1.340122058E3,1.062451477E3
1.341082041E3,1.062735062E3
1.342041985E3,1.062735062E3
1.343001872E3,1.062833099E3
1.343961782E3,1.062661057E3
1.344921480E3,1.062833099E3
1.345881276E3,1.062871323E3
1.346841176E3,1.063094864E3
1.347801124E3,1.062871323E3
1.348761034E3,1.063108826E3
1.349720996E3,1.062703629E3
1.350680790E3,1.062800903E3
1.351640491E3,1.062376022E3
1.352600385E3,1.062790298E3
1.353560457E3,1.062183533E3
1.354520390E3,1.062685776E3
1.355480259E3,1.062183533E3
1.356440143E3,1.062671814E3
1.357400124E3,1.062407150E3
1.358360074E3,1.062671814E3
1.359320054E3,1.062407150E3
1.360279944E3,1.062392197E3
1.361239743E3,1.062074356E3
1.362199145E3,1.062039490E3
1.363158591E3,1.061916962E3
1.364118084E3,1.061916962E3
1.365077606E3,1.062684555E3
1.366037127E3,1.062732239E3
1.366996709E3,1.062732239E3
1.367956089E3,1.063789444E3
1.368915775E3,1.065135345E3
1.369875553E3,1.065338364E3
1.370835222E3,1.065746460E3
1.371794954E3,1.065746460E3
1.372754425E3,1.065293655E3
1.373713884E3,1.063824463E3
1.374673705E3,1.062990952E3
1.375633445E3,1.062973709E3
1.376593143E3,1.062522659E3
1.377552863E3,1.062289047E3
1.378512469E3,1.061403122E3
1.379471929E3,1.061391068E3
1.380431566E3,1.061391068E3
1.381391162E3,1.061128006E3
1.382350826E3,1.061418991E3
1.383310437E3,1.062157516E3
1.384269933E3,1.062662354E3
1.385229485E3,1.062662354E3
1.386188949E3,1.062143936E3
1.387148418E3,1.062143936E3
1.388107797E3,1.062402649E3
1.389066914E3,1.064555130E3
1.390026313E3,1.067457047E3
1.390985717E3,1.069085159E3
1.391945207E3,1.069849701E3
1.392904713E3,1.069849701E3
1.393864094E3,1.067535400E3
1.394823310E3,1.064118423E3
1.395782433E3,1.063040237E3
1.396741484E3,1.062365799E3
1.397700603E3,1.061828537E3
1.398659639E3,1.061778336E3
1.399618772E3,1.061828537E3
1.400577903E3,1.061880875E3
1.401536914E3,1.062534256E3
1.402496028E3,1.062226028E3
1.403454949E3,1.062576065E3
1.404414042E3,1.062226028E3
1.405373053E3,1.062120361E3
1.406332266E3,1.062007980E3
1.407291472E3,1.062120361E3
1.408250652E3,1.061984253E3
1.409210218E3,1.061920090E3
1.410169982E3,1.061871185E3
1.411129694E3,1.061871185E3
1.412088893E3,1.062052536E3
1.413048024E3,1.062121964E3
1.414007038E3,1.062121964E3
1.414966032E3,1.062112274E3
1.415925005E3,1.061582260E3
1.416883746E3,1.060528183E3
1.417842584E3,1.059997025E3
1.418801579E3,1.059990234E3
1.419760607E3,1.059881668E3
1.420719491E3,1.059881668E3
1.421678435E3,1.060287094E3
1.422637430E3,1.060287094E3
1.423596368E3,1.060584946E3
1.424555469E3,1.060660858E3
1.425514465E3,1.060780258E3
1.426473459E3,1.061603546E3
1.427432946E3,1.061825027E3
1.428392391E3,1.063115463E3
1.429351845E3,1.063786850E3
1.430311298E3,1.064425812E3
1.431270784E3,1.064425812E3
1.432230390E3,1.064126663E3
1.433190075E3,1.062961121E3
1.434149675E3,1.062369614E3
1.435109310E3,1.060863342E3
1.436068916E3,1.060839844E3
1.437028553E3,1.060525436E3
1.437988159E3,1.060249863E3
1.438947834E3,1.060525436E3
1.439907398E3,1.060702972E3
1.440867012E3,1.061264191E3
1.441826659E3,1.061620712E3
1.442786323E3,1.061620712E3
1.443746170E3,1.061500320E3
1.444705816E3,1.061208496E3
1.445665484E3,1.060638580E3
1.446625258E3,1.057418900E3
1.447584715E3,1.057418900E3
1.448543956E3,1.062067642E3
1.449503406E3,1.071510010E3
1.450462808E3,1.085345459E3
1.451421973E3,1.104240265E3
1.452381065E3,1.124981842E3
1.453340030E3,1.142314072E3
1.454299047E3,1.151114120E3
1.455257952E3,1.151114120E3
1.456216846E3,1.136622238E3
1.457175792E3,1.119221039E3
1.458134812E3,1.099325180E3
1.459093724E3,1.080867844E3
1.460052693E3,1.070149612E3
1.461011713E3,1.070149612E3
1.461971099E3,1.070425034E3
1.462929931E3,1.071051102E3
1.463888618E3,1.071051102E3
1.464847311E3,1.071230240E3
1.465805970E3,1.071220016E3
1.466764649E3,1.071220016E3
1.467723460E3,1.070784149E3
1.468682402E3,1.070778961E3
1.469641427E3,1.070681076E3
1.470600447E3,1.070307159E3
1.471559427E3,1.069395065E3
1.472518267E3,1.067064362E3
1.473477302E3,1.063942566E3
1.474436298E3,1.061832047E3
1.475395253E3,1.059116516E3
1.476354123E3,1.054618225E3
1.477313057E3,1.050833435E3
1.478271987E3,1.047676926E3
1.479230862E3,1.043041534E3
1.480189798E3,1.039788361E3
1.481148464E3,1.038554916E3
1.482107097E3,1.038554916E3
1.483065706E3,1.039368591E3
1.484024278E3,1.039808121E3
1.484982740E3,1.040229721E3
1.485941785E3,1.040229721E3
1.486900721E3,1.040134201E3
1.487859605E3,1.040134201E3
1.488818692E3,1.040134201E3
1.489777845E3,1.039850311E3
1.490736977E3,1.039826584E3
1.491696126E3,1.039809875E3
1.492655060E3,1.039627762E3
1.493613974E3,1.039588394E3
1.494572972E3,1.039622574E3
1.495531665E3,1.039622574E3
1.496490509E3,1.039688644E3
1.497449482E3,1.039762955E3
1.498408446E3,1.039849243E3
1.499367381E3,1.039954681E3
1.500326314E3,1.040152130E3
1.501285340E3,1.040164795E3
1.502244311E3,1.040183487E3
1.503203208E3,1.040164795E3
1.504162215E3,1.039933014E3
1.505121191E3,1.039608154E3
1.506080475E3,1.039608154E3
1.507039718E3,1.039438019E3
1.507999055E3,1.039387589E3
1.508958436E3,1.039387589E3
1.509917928E3,1.039778366E3
1.510877383E3,1.040038681E3
1.511836520E3,1.040038681E3
1.512795649E3,1.039947052E3
1.513754324E3,1.039894333E3
1.514713080E3,1.038613815E3
1.515672246E3,1.037188187E3
1.516631487E3,1.036959839E3
1.517590815E3,1.036574554E3
1.518550094E3,1.036574554E3
1.519509323E3,1.037972336E3
1.520468605E3,1.038569794E3
1.521427820E3,1.039252319E3
1.522387027E3,1.039690781E3
1.523346346E3,1.039690781E3
1.524305808E3,1.039525452E3
1.525265143E3,1.039295197E3
1.526224429E3,1.039089127E3
1.527183774E3,1.039089127E3
1.528143189E3,1.039407501E3
1.529102458E3,1.039614182E3
1.530061932E3,1.040171280E3
1.531021239E3,1.040171280E3
1.531980559E3,1.039718246E3
1.532940047E3,1.039587708E3
1.533899569E3,1.039587708E3
1.534858943E3,1.039938202E3
1.535818321E3,1.039938202E3
1.536777746E3,1.039631958E3
1.537737256E3,1.039464188E3
1.538696826E3,1.038963013E3
1.539656426E3,1.038165894E3
1.540615953E3,1.038165894E3
1.541575540E3,1.038402634E3
1.542534916E3,1.038860321E3
1.543494197E3,1.038967819E3
1.544453465E3,1.038967819E3
1.545412716E3,1.038957596E3
1.546371932E3,1.038957596E3
1.547331235E3,1.039927521E3
1.548290521E3,1.043574829E3
1.549249735E3,1.046862640E3
1.550208930E3,1.050060654E3
1.551167780E3,1.054216690E3
1.552126532E3,1.058583984E3
1.553085357E3,1.062889709E3
1.554044272E3,1.065495071E3
1.555003104E3,1.065495071E3
1.555961997E3,1.064218979E3
1.556920933E3,1.057549973E3
1.557879789E3,1.050109482E3
1.558839144E3,1.044200592E3
1.559798474E3,1.039493484E3
1.560757871E3,1.039493484E3
1.561717391E3,1.040119553E3
1.562676868E3,1.040119553E3
1.563636295E3,1.039609299E3
1.564595793E3,1.039523544E3
1.565555242E3,1.039518509E3
1.566514705E3,1.038988113E3
1.567474169E3,1.038988113E3
1.568433680E3,1.039335175E3
1.569392976E3,1.039335175E3
1.570352416E3,1.038911514E3
1.571311833E3,1.038648758E3
1.572271338E3,1.038648758E3
1.573230646E3,1.038734055E3
1.574189888E3,1.039200745E3
1.575149183E3,1.039772034E3
1.576107995E3,1.039772034E3
1.577066718E3,1.039603271E3
1.578025489E3,1.038981247E3
1.578984414E3,1.038754196E3
1.579943344E3,1.038374557E3
1.580902594E3,1.038374557E3
1.581861490E3,1.037934341E3
1.582820408E3,1.038508759E3
1.583779423E3,1.038508759E3
1.584738362E3,1.038592529E3
1.585697592E3,1.038756409E3
1.586656828E3,1.039545288E3
1.587615896E3,1.039979019E3
1.588574983E3,1.039979019E3
1.589534250E3,1.038687210E3
1.590493687E3,1.038468018E3
1.591452884E3,1.038064270E3
1.592412179E3,1.037497711E3
1.593371669E3,1.037497711E3
1.594331186E3,1.038040009E3
1.595290240E3,1.038324966E3
1.596249304E3,1.038334198E3
1.597208574E3,1.038365936E3
1.598167792E3,1.038365936E3
1.599127431E3,1.038555908E3
1.600087474E3,1.038512650E3
1.601047466E3,1.038512650E3
1.602007553E3,1.038302460E3
1.602967583E3,1.038185806E3
1.603927289E3,1.038096008E3
1.604886871E3,1.037836304E3
1.605846413E3,1.037836304E3
1.606806006E3,1.037836304E3
1.607765662E3,1.037736435E3
1.608725277E3,1.037766800E3
1.609684673E3,1.037704849E3
1.610644097E3,1.037704849E3
1.611603347E3,1.037538986E3
1.612562991E3,1.037378769E3
1.613522636E3,1.037378769E3
1.614482308E3,1.037732620E3
1.615441932E3,1.037820969E3
1.616401648E3,1.037868729E3
1.617361221E3,1.037868729E3
1.618320839E3,1.038278656E3
1.619280490E3,1.038518143E3
1.620240086E3,1.038874130E3
1.621199547E3,1.039847870E3
1.622158993E3,1.040202713E3
1.623118438E3,1.042590714E3
1.624077890E3,1.045036774E3
1.625037301E3,1.045636292E3
1.625996786E3,1.045636292E3
1.626956328E3,1.044950256E3
1.627915779E3,1.043116989E3
1.628875272E3,1.040017242E3
1.629834741E3,1.037630997E3
1.630794138E3,1.037527618E3
1.631753579E3,1.036888809E3
1.632713057E3,1.037527618E3
1.633672548E3,1.037229691E3
1.634631968E3,1.037562714E3
1.635591389E3,1.037732697E3
1.636550785E3,1.038119278E3
1.637510067E3,1.038338013E3
1.638469379E3,1.038241043E3
1.639428663E3,1.038241043E3
1.640388064E3,1.038176956E3
1.641347375E3,1.037188110E3
1.642306451E3,1.036906967E3
1.643265483E3,1.036801834E3
1.644224806E3,1.036855087E3
1.645184204E3,1.036540985E3
1.646143508E3,1.036765594E3
1.647102907E3,1.036765594E3
1.648062288E3,1.036765594E3
1.649021721E3,1.036980667E3
1.649981142E3,1.036724701E3
1.650940157E3,1.036980667E3
1.651899187E3,1.036893158E3
1.652858275E3,1.036893158E3
1.653817579E3,1.036893158E3
1.654777063E3,1.036760406E3
1.655736423E3,1.036950455E3
1.656695824E3,1.036430283E3
1.657655282E3,1.036584015E3
1.658614703E3,1.036242905E3
1.659574216E3,1.036571274E3
1.660533598E3,1.036571274E3
1.661493104E3,1.037153015E3
1.662452648E3,1.037281418E3
1.663412127E3,1.037153015E3
1.664371485E3,1.036256866E3
