Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),Velocity (m/s)_kalman,Velocity (m/s)_kalman_lowpass
73.92918861,51.81565525,4.694311428,2.584162346,0.1280566007,22.92510306,32.00483309,32.00483309,0.189525757917002,0.23534444272676117
74.92918777,51.81565498,4.694311572,2.584173834,0.2492440492,12.9646843,32.00483309,32.00483309,0.2230735374170713,0.2665696698487704
75.92918754,51.81566235,4.69430332,2.584174982,0.3377744257,6.057289232,32.00483309,32.00483309,0.287508738558411,0.28087298525811044
76.92918622,51.81566762,4.694301888,2.584175097,0.3659522235,2.84635946,32.00483309,32.00483309,0.3315757183931559,0.3166122762026387
77.92918587,51.81567431,4.69429995,2.584175109,0.4586794376,358.2451159,32.00483309,32.00483309,0.40297842359187186,0.3942708637876236
78.92918503,51.8156874,4.694277679,2.58417511,0.5891254544,346.0662602,32.00483309,32.00483309,0.5075497268180079,0.48966763541776437
79.92918408,51.81569525,4.694270684,2.58417511,0.5820157528,345.737291,32.00483309,32.00483309,0.5493823004955104,0.566479734076001
80.92918336,51.81569809,4.694269949,2.58417511,0.5891254544,344.5484009,32.00483309,32.00483309,0.5717087022768854,0.6022901506458384
81.92918336,51.81570973,4.694255119,2.58417511,0.6198638082,341.8061346,32.00483309,32.00483309,0.5987606630635471,0.5783293336188119
82.92918181,51.81570803,4.694252368,2.58417511,0.4022938907,343.160807,32.00483309,32.00483309,0.4883920671578458,0.47872786522325395
83.92918122,51.81570114,4.694247657,2.58417511,0.1904614121,344.7304391,32.00483309,32.00483309,0.3210243861706727,0.3261988312048433
84.92918038,51.8156927,4.694243278,2.58417511,0.1128420159,342.7203144,32.00483309,32.00483309,0.20407435120061113,0.1974160438974211
85.92917991,51.81568393,4.694238249,2.58417511,0.1636245996,341.5523248,32.00483309,32.00483309,0.18135100598468384,0.16080340024177375
86.92917895,51.8156784,4.694233753,2.58417511,0.1176367775,339.9507547,32.00483309,32.00483309,0.14555843985582834,0.19064407367299094
87.92917895,51.81567248,4.694233725,2.58417511,0.132644102,338.1619281,32.00483309,32.00483309,0.13830358794545836,0.17717349204195393
88.92917824,51.81567547,4.694236559,2.58417511,0.04011469707,155.7513991,32.00483309,32.00483309,0.0831442859931902,0.0509645117609799
89.92917728,51.81567456,4.694238184,2.58417511,0.132644102,150.1242795,32.00483309,32.00483309,0.1109516608609367,-0.11715343499303978
90.92917621,51.81567178,4.694240295,2.58417511,-1.0,-1.0,32.00483309,32.00483309,-0.5131445843330354,-0.1753430272682946
91.92917609,51.8156667,4.694240551,-1.786899154,0.4240735769,127.412794,32.00483309,32.00483309,0.013353872779689357,-0.056637645440485246
92.92917478,51.81566373,4.694242099,2.147067683,0.3974171579,117.286738,32.00483309,32.00483309,0.22910804336841273,0.14231280975172408
93.92917395,51.81566844,4.694236965,2.540464367,0.3974171579,104.2428525,32.00483309,32.00483309,0.3236585896293113,0.2677316706225078
94.92917347,51.81566054,4.694239187,2.579804036,0.1263002455,114.7490632,32.00483309,32.00483309,0.21278913792093127,0.2741209458565474
95.92917323,51.81565715,4.69423895,2.583738002,0.1873792261,111.892801,32.00483309,32.00483309,0.1985146819531298,0.250670778107956
96.9291724,51.81567195,4.694240607,2.584131399,0.1873792261,356.5975376,32.00483309,32.00483309,0.19225914767701363,0.285700074800745
97.9291712,51.815672,4.694229295,2.584170739,0.8987091184,321.3672853,32.00483309,32.00483309,0.589119595937082,0.3476300499519227
98.92917061,51.8156718,4.694228247,2.584174673,0.04088864103,298.6924506,32.00483309,32.00483309,0.28114140704656093,0.3346531976441123
99.92917001,51.81566397,4.694243771,2.584175066,0.02443237044,300.5266842,32.00483309,32.00483309,0.13693068078518858,0.2269657511704804
100.9291693,51.8156555,4.694243369,2.584175105,0.04088864103,300.5157833,32.00483309,32.00483309,0.08297740945582671,0.14283544155790565
101.9291687,51.81564458,4.694236524,2.584175109,0.5334346294,283.1270779,32.00483309,32.00483309,0.3360295174071014,0.2180910770804605
102.9291674,51.81563791,4.694226044,2.58417511,0.5645204186,277.8935137,32.00483309,32.00483309,0.46438821972219235,0.44689585088093453
103.9291672,51.81562721,4.694212961,2.58417511,0.7980758548,277.5696535,32.00483309,32.00483309,0.6518430005582732,0.6705186981477554
104.9291666,51.81561683,4.694214267,2.58417511,0.6450260282,276.5779373,32.00483309,32.00483309,0.6480134488058796,0.7275095580379422
105.9291656,51.81560372,4.694219509,2.58417511,0.6450260282,276.6564572,32.00483309,32.00483309,0.6463352137611749,0.598492435124739
106.9291652,51.81559112,4.694230951,2.58417511,0.2002031207,273.6195365,35.01608734,35.01608734,0.39571282041693734,0.39913242430071916
107.9291641,51.81558608,4.694237349,2.58417511,0.233866334,271.2453081,34.31152467,34.31152467,0.3047927668689663,0.252258328668995
108.9291636,51.81557886,4.694237975,2.58417511,0.00724464003,267.2712035,33.83928251,33.83928251,0.13763997771807618,0.18796157645004175
109.9291625,51.81557256,4.694243306,2.58417511,0.1705056727,259.3870342,32.00483309,32.00483309,0.1561028483832162,0.15964202848785872
110.9291624,51.81556263,4.694246663,2.58417511,0.07922364771,256.8994793,32.00483309,32.00483309,0.11291463222428731,0.12391123963101044
111.9291611,51.81556334,4.694246816,2.58417511,0.1105511785,258.258605,32.00483309,32.00483309,0.1115869213302431,0.0819241510443947
112.9291608,51.81556657,4.694250543,2.58417511,0.0168926958,260.2312456,32.00483309,32.00483309,0.05839080787422809,0.053597593353371345
113.9291601,51.8155674,4.694250769,2.58417511,0.01223497279,263.7032493,32.00483309,32.00483309,0.03246197191784768,0.04150521524727678
114.9291592,51.81557289,4.694256988,2.58417511,0.03381837904,264.5279263,32.00483309,32.00483309,0.0332239570019354,0.036913285947501845
115.9291581,51.81556641,4.694263496,2.58417511,0.02698315494,265.8897294,32.00483309,32.00483309,0.029718078868303,0.051462501998708124
116.9291579,51.81556087,4.69425593,2.58417511,0.2138680667,74.43801754,32.00483309,32.00483309,0.13316750874679278,0.12129359439687591
117.9291565,51.81555772,4.694258491,2.58417511,0.4205457866,95.22836888,32.00483309,32.00483309,0.29460720994088563,0.2675111650808278
118.9291563,51.81555753,4.694266292,2.58417511,0.6090798974,87.7231043,32.00483309,32.00483309,0.4712676627543925,0.45491581389040153
119.9291553,51.81555846,4.694268838,2.58417511,0.597605288,64.45663863,32.00483309,32.00483309,0.5422400014602246,0.5988955433332377
120.9291551,51.81555715,4.694272188,2.58417511,0.6090798974,71.3349943,32.00483309,32.00483309,0.5797884651396997,0.6218418453234498
121.9291543,51.81555654,4.694282977,2.58417511,0.6842847466,105.446045,32.00483309,32.00483309,0.638491052500544,0.510725711856647
122.9291531,51.81555654,4.694282977,2.58417511,0.0,105.446045,32.00483309,32.00483309,0.2798076979550067,0.32646298328696227
123.929153,51.81555654,4.694282977,2.58417511,0.0,105.446045,32.00483309,32.00483309,0.12262090052516994,0.15968982455401454
124.9291519,51.81556011,4.694292172,2.58417511,0.01636937633,105.1782948,32.00483309,32.00483309,0.06293227532974471,0.07195181942369007
125.9291511,51.81556588,4.694290946,2.58417511,0.1452047825,104.6348986,32.00483309,32.00483309,0.10915027437310415,0.06759109879809097
126.9291501,51.81556639,4.694283132,2.58417511,0.1325734705,104.2009015,32.00483309,32.00483309,0.12230865853289669,0.10970652978114638
127.9291497,51.81556746,4.694267931,2.58417511,0.1342660487,89.24955596,32.00483309,32.00483309,0.12902592855433673,0.15629298087992874
128.9291486,51.81558242,4.694247752,2.58417511,0.2003270388,53.41670335,33.51383202,33.51383202,0.16908055624724921,0.18340916984442665
129.9291482,51.81560296,4.694225678,2.58417511,0.2003270388,20.16741418,32.00483309,32.00483309,0.18663380640370172,0.1846175033367523
130.9291474,51.81561513,4.694231084,2.58417511,0.2162421197,15.86298457,32.00483309,32.00483309,0.20326678674566384,0.16233176737449417
131.9291463,51.81562353,4.694229105,2.58417511,0.03988879919,14.28773719,32.00483309,32.00483309,0.11148638605613709,0.1281505763434456
132.9291456,51.81563005,4.694227718,2.58417511,0.04011106119,31.73307937,32.00483309,32.00483309,0.07139006699875997,0.10766838706462836
