"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.069290925E2,5.181556503E1,4.694153800E0,2.584175110E0,1.098829731E-1,1.052937250E2,1.940487760E1,1.940487760E1
2.079290907E2,5.181556125E1,4.694160326E0,2.584175110E0,3.333984017E-1,1.050060101E2,1.882132329E1,1.882132329E1
2.089290903E2,5.181555931E1,4.694158799E0,2.584175110E0,1.623489559E-1,1.104218788E2,1.884654885E1,1.884654885E1
2.099290899E2,5.181555698E1,4.694155068E0,2.584175110E0,2.847982198E-2,1.108849451E2,1.903102641E1,1.903102641E1
2.109290891E2,5.181555098E1,4.694152370E0,2.584175110E0,1.598263979E-1,1.112433457E2,1.858420091E1,1.858420091E1
2.119290882E2,5.181554881E1,4.694152994E0,2.583742523E0,1.551534832E-1,1.131687282E2,1.600241655E1,1.600241655E1
2.129290872E2,5.181554881E1,4.694153747E0,2.583520737E0,6.040728092E-2,1.145376279E2,1.600241655E1,1.600241655E1
2.139290872E2,5.181554620E1,4.694156100E0,2.583532890E0,6.682216376E-2,1.297414787E2,1.600241655E1,1.600241655E1
2.149290866E2,5.181554867E1,4.694155979E0,2.583458575E0,6.682216376E-2,1.807673085E2,1.600241655E1,1.600241655E1
2.159290856E2,5.181554553E1,4.694155407E0,2.583615938E0,2.362968177E-1,1.825378164E2,1.600241655E1,1.600241655E1
2.169290850E2,5.181554351E1,4.694149754E0,2.583370749E0,1.301532239E-1,1.933890746E2,1.600241655E1,1.600241655E1
2.179290839E2,5.181555013E1,4.694153189E0,2.582748849E0,6.213774160E-2,1.968928114E2,1.853140317E1,1.853140317E1
2.189290829E2,5.181555181E1,4.694154759E0,2.583548399E0,7.726664841E-2,2.077663906E2,1.874757495E1,1.874757495E1
2.199290830E2,5.181554761E1,4.694142980E0,2.583817181E0,1.076083705E-1,4.504919569E0,1.797318852E1,1.797318852E1
2.209290819E2,5.181555602E1,4.694146387E0,2.582893055E0,7.209268212E-2,7.511754110E0,1.893685800E1,1.893685800E1
2.219290808E2,5.181556372E1,4.694142724E0,2.584046904E0,1.934046000E-1,4.246538635E0,1.971307981E1,1.971307981E1
2.229290801E2,5.181556769E1,4.694125609E0,2.584162289E0,3.950417936E-1,3.185176484E2,2.014207137E1,2.014207137E1
2.239290800E2,5.181557100E1,4.694118539E0,2.584173828E0,1.973767132E-1,3.273147681E2,2.059422495E1,2.059422495E1
2.249290788E2,5.181557274E1,4.694116557E0,2.584174982E0,3.623913229E-2,3.513496028E2,2.081556749E1,2.081556749E1
2.259290782E2,5.181557023E1,4.694116779E0,2.584175097E0,8.595582098E-2,3.109731512E1,2.054108164E1,2.054108164E1
2.269290770E2,5.181556366E1,4.694120000E0,2.584175109E0,8.595582098E-2,6.528283880E1,1.977740219E1,1.977740219E1
2.279290768E2,5.181556230E1,4.694115772E0,2.584175110E0,2.711589932E-1,7.666377128E1,1.971843614E1,1.971843614E1
2.289290755E2,5.181556257E1,4.694111944E0,2.584175110E0,1.854946315E-1,7.464900208E1,1.984261101E1,1.984261101E1
2.299290751E2,5.181556490E1,4.694108688E0,2.584175110E0,9.993204474E-2,7.079121561E1,2.017045674E1,2.017045674E1
2.309290740E2,5.181556339E1,4.694102544E0,2.584175110E0,3.977856413E-2,7.144981661E1,2.021838511E1,2.021838511E1
2.319290733E2,5.181555940E1,4.694091075E0,2.584175110E0,2.054909244E-2,7.116136406E1,2.033768598E1,2.033768598E1
2.329290729E2,5.181555549E1,4.694091696E0,2.584175110E0,1.125458553E-1,7.898615171E1,1.999795742E1,1.999795742E1
2.339290720E2,5.181555653E1,4.694094381E0,2.584140778E0,1.174111292E-1,7.882383227E1,1.994818007E1,1.994818007E1
2.349290717E2,5.181555894E1,4.694100882E0,2.584171677E0,1.641520858E-1,7.508695381E1,1.986751049E1,1.986751049E1
2.359290705E2,5.181555757E1,4.694108879E0,2.584174767E0,7.692978531E-2,7.558362468E1,1.943932654E1,1.943932654E1
2.369290702E2,5.181555712E1,4.694110876E0,2.584175076E0,3.900921438E-3,7.988178759E1,1.932805535E1,1.932805535E1
2.379290693E2,5.181555542E1,4.694106635E0,2.584175106E0,2.331047803E-1,9.195862072E1,1.931889438E1,1.931889438E1
2.389290686E2,5.181555562E1,4.694106977E0,2.584120178E0,5.397083163E-1,9.715664057E1,1.932382701E1,1.932382701E1
2.399290677E2,5.181555522E1,4.694113876E0,2.584169617E0,2.411244214E-1,9.588009870E1,1.904469466E1,1.904469466E1
2.409290673E2,5.181555146E1,4.694116586E0,2.584057831E0,5.397083163E-1,1.293012320E2,1.858706717E1,1.858706717E1
2.419290668E2,5.181555105E1,4.694114344E0,2.582807257E0,5.319869518E-1,1.408705479E2,1.862291989E1,1.862291989E1
2.429290661E2,5.181555185E1,4.694115831E0,2.582479639E0,1.977860332E-1,1.325376215E2,1.864971105E1,1.864971105E1
2.439290653E2,5.181555505E1,4.694115019E0,2.582759301E0,1.300758421E-1,1.272007303E2,1.899274831E1,1.899274831E1
2.449290645E2,5.181555653E1,4.694113528E0,2.583861868E0,1.110634655E-1,1.298948711E2,1.918611850E1,1.918611850E1
2.459290638E2,5.181555886E1,4.694108080E0,2.584143786E0,5.410594121E-2,1.272822691E2,1.959055419E1,1.959055419E1
2.469290625E2,5.181556134E1,4.694105264E0,2.584171977E0,5.496587977E-2,1.200072570E2,1.992660916E1,1.992660916E1
2.479290624E2,5.181556134E1,4.694105264E0,2.584171977E0,0.000000000E0,1.200072570E2,1.992660916E1,1.992660916E1
2.489290618E2,5.181556134E1,4.694105264E0,2.584171977E0,0.000000000E0,1.200072570E2,1.992660916E1,1.992660916E1
2.499290605E2,5.181556134E1,4.694105264E0,2.584171977E0,0.000000000E0,1.200072570E2,1.992660916E1,1.992660916E1
2.509290599E2,5.181556134E1,4.694105264E0,2.584171977E0,0.000000000E0,1.200072570E2,1.992660916E1,1.992660916E1
2.519290595E2,5.181556134E1,4.694105264E0,2.584171977E0,0.000000000E0,1.200072570E2,1.992660916E1,1.992660916E1
2.529290586E2,5.181556134E1,4.694105264E0,2.584171977E0,0.000000000E0,1.200072570E2,1.992660916E1,1.992660916E1
2.539290580E2,5.181556134E1,4.694105264E0,2.584171977E0,0.000000000E0,1.200072570E2,1.992660916E1,1.992660916E1
2.549290570E2,5.181556742E1,4.694110878E0,2.584175110E0,4.640837200E-3,2.922244254E2,2.037046684E1,2.037046684E1
2.559290568E2,5.181557383E1,4.694102554E0,2.584175110E0,1.387231797E-1,3.090830535E2,2.124983357E1,2.124983357E1
2.569290551E2,5.181557335E1,4.694097998E0,2.584175110E0,2.103869319E-1,3.091392796E2,2.133920612E1,2.133920612E1
2.579290544E2,5.181557470E1,4.694098034E0,2.584175110E0,1.165554225E-1,3.199947997E2,2.147180384E1,2.147180384E1
2.589290535E2,5.181557556E1,4.694101379E0,2.584175110E0,1.045532003E-1,3.287742976E2,2.145910930E1,2.145910930E1
2.599290537E2,5.181557765E1,4.694103022E0,2.584175110E0,1.165554225E-1,3.360941294E2,2.162775223E1,2.162775223E1
2.609290524E2,5.181558084E1,4.694105898E0,2.584175110E0,2.016446441E-1,6.303863330E0,2.189021906E1,2.189021906E1
2.619290524E2,5.181558037E1,4.694100963E0,2.584175110E0,3.472658098E-1,2.309434661E0,2.196229173E1,2.196229173E1
2.629290515E2,5.181557608E1,4.694097095E0,2.584175110E0,2.597807050E-1,3.508148263E2,2.163777652E1,2.163777652E1
2.639290506E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.649290494E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.659290484E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.669290481E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.679290476E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.689290468E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.699290459E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.709290456E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.719290442E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.729290440E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.739290431E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.749290422E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.759290414E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.769290406E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.779290406E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.789290391E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.799290391E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.809290382E2,5.181557608E1,4.694097095E0,2.584175110E0,0.000000000E0,3.508148263E2,2.163777652E1,2.163777652E1
2.819290376E2,5.181558544E1,4.694129160E0,2.584175110E0,1.912328303E-1,1.047403772E2,2.206827781E1,2.206827781E1
2.829290370E2,5.181558396E1,4.694136208E0,2.584175110E0,1.482489705E-1,1.096848877E2,2.158758614E1,2.158758614E1
2.839290360E2,5.181558340E1,4.694143741E0,2.584175110E0,9.220461547E-2,1.074500225E2,2.115833415E1,2.115833415E1
2.849290352E2,5.181558463E1,4.694143871E0,2.584175110E0,1.071297973E-1,1.059052318E2,2.124733229E1,2.124733229E1
2.859290345E2,5.181558485E1,4.694144807E0,2.584175110E0,1.119267289E-2,1.024021712E2,2.121859124E1,2.121859124E1
2.869290334E2,5.181558768E1,4.694131167E0,2.584175110E0,1.071297973E-1,9.385142323E1,2.212147016E1,2.212147016E1
2.879290329E2,5.181559009E1,4.694123405E0,2.584175110E0,2.564122379E-1,7.675947589E1,2.263527769E1,2.263527769E1
2.889290324E2,5.181559215E1,4.694115710E0,2.584175110E0,2.877471447E-1,6.761562844E1,2.293843306E1,2.293843306E1
2.899290311E2,5.181559595E1,4.694116063E0,2.584175110E0,2.877471447E-1,5.180592959E1,2.335064096E1,2.335064096E1
2.909290305E2,5.181559982E1,4.694119159E0,2.584175110E0,3.198465705E-1,4.987625772E1,1.600241655E1,1.600241655E1
2.919290296E2,5.181559982E1,4.694119159E0,2.584175110E0,0.000000000E0,4.987625772E1,1.600241655E1,1.600241655E1
2.929290296E2,5.181559982E1,4.694119159E0,2.584175110E0,0.000000000E0,4.987625772E1,1.600241655E1,1.600241655E1
2.939290285E2,5.181559982E1,4.694119159E0,2.584175110E0,0.000000000E0,4.987625772E1,1.600241655E1,1.600241655E1
2.949290280E2,5.181559982E1,4.694119159E0,2.584175110E0,0.000000000E0,4.987625772E1,1.600241655E1,1.600241655E1
2.959290271E2,5.181559982E1,4.694119159E0,2.584175110E0,0.000000000E0,4.987625772E1,1.600241655E1,1.600241655E1
2.969290265E2,5.181559982E1,4.694119159E0,2.584175110E0,0.000000000E0,4.987625772E1,1.600241655E1,1.600241655E1
2.979290257E2,5.181558722E1,4.694132665E0,2.584175110E0,7.508190721E-2,1.056076200E2,2.200963164E1,2.200963164E1
2.989290247E2,5.181558481E1,4.694134981E0,2.584175110E0,1.545342356E-1,1.059018850E2,2.171334319E1,2.171334319E1
2.999290241E2,5.181558423E1,4.694136014E0,2.584175110E0,2.261347137E-2,1.032115008E2,2.161738257E1,2.161738257E1
3.009290236E2,5.181557606E1,4.694135396E0,2.584175110E0,8.093783259E-2,1.009552503E2,2.103578039E1,2.103578039E1
3.019290229E2,5.181556963E1,4.694131626E0,2.584175110E0,1.209863424E-1,9.453477683E1,2.032194489E1,2.032194489E1
3.029290220E2,5.181555878E1,4.694129139E0,2.584175110E0,4.354965314E-2,9.496065279E1,1.912852639E1,1.912852639E1
3.039288112E2,5.181555787E1,4.694129449E0,2.584175110E0,3.877806943E-3,9.320467262E1,1.902656375E1,1.902656375E1
3.049284602E2,5.181555483E1,4.694117030E0,2.584175110E0,5.816016719E-2,9.205479661E1,1.891321279E1,1.891321279E1
3.059281293E2,5.181555764E1,4.694106831E0,2.583938217E0,7.699666172E-2,8.730460495E1,1.951810479E1,1.951810479E1
3.069278220E2,5.181555603E1,4.694100448E0,2.584151421E0,7.699666172E-2,8.538782847E1,1.962923279E1,1.962923279E1
3.079275354E2,5.181556012E1,4.694101182E0,2.584172741E0,4.850541949E-1,6.049633103E1,1.996273209E1,1.996273209E1
3.089272678E2,5.181556395E1,4.694108614E0,2.584174873E0,7.306691408E-1,5.546421648E1,2.007643276E1,2.007643276E1
3.099270164E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.109267808E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.119265611E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.129263530E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.139261574E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.149259745E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.159258026E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.169256427E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.179254962E2,5.181556395E1,4.694108614E0,2.584174873E0,0.000000000E0,5.546421648E1,2.007643276E1,2.007643276E1
3.189253509E2,5.181556135E1,4.694112517E0,2.584175110E0,1.381981373E-1,1.018333189E2,1.970253994E1,1.970253994E1
3.199252188E2,5.181555713E1,4.694099330E0,2.584175110E0,1.585374624E-1,9.952089689E1,1.977292452E1,1.977292452E1
3.209250957E2,5.181555442E1,4.694089346E0,2.584175110E0,2.183347195E-1,9.625526733E1,2.003884820E1,2.003884820E1
3.219249821E2,5.181555093E1,4.694085197E0,2.583594894E0,1.338359714E-1,9.653348143E1,2.003282604E1,2.003282604E1
3.229248725E2,5.181554976E1,4.694080691E0,2.581627998E0,4.059966803E-1,9.698566044E1,2.022837265E1,2.022837265E1
3.239247682E2,5.181554603E1,4.694077281E0,2.580627934E0,1.900379956E-1,1.116498922E2,2.003907841E1,2.003907841E1
3.249246721E2,5.181554216E1,4.694076222E0,2.578189899E0,8.438362926E-2,1.125925198E2,1.960344770E1,1.960344770E1
3.259245814E2,5.181553894E1,4.694075713E0,2.575570302E0,3.710626811E-2,1.125083991E2,1.924375689E1,1.924375689E1
3.269244970E2,5.181553697E1,4.694070879E0,2.573327370E0,2.127976902E-2,1.151566069E2,1.899669888E1,1.899669888E1
3.279244179E2,5.181553362E1,4.694069353E0,2.571317799E0,2.105170861E-2,1.130306422E2,1.862258065E1,1.862258065E1
3.289243425E2,5.181553319E1,4.694069988E0,2.568775380E0,1.393934786E-1,1.109570446E2,1.857572482E1,1.857572482E1
3.299242731E2,5.181553319E1,4.694069988E0,2.568775380E0,0.000000000E0,1.109570446E2,1.857572482E1,1.857572482E1
3.309242082E2,5.181553319E1,4.694069988E0,2.568775380E0,0.000000000E0,1.109570446E2,1.857572482E1,1.857572482E1
3.319241474E2,5.181553319E1,4.694069988E0,2.568775380E0,0.000000000E0,1.109570446E2,1.857572482E1,1.857572482E1
3.329240899E2,5.181553213E1,4.694072308E0,2.568294573E0,9.563165158E-2,1.054363940E2,1.846491989E1,1.846491989E1
3.339240355E2,5.181553074E1,4.694078437E0,2.567975240E0,1.183488294E-1,1.054862338E2,1.838323550E1,1.838323550E1
3.349239838E2,5.181553009E1,4.694080720E0,2.568077202E0,2.661061240E-3,1.055810437E2,1.836022351E1,1.836022351E1
3.359239376E2,5.181552955E1,4.694080794E0,2.568094265E0,1.287541911E-2,1.052941211E2,1.830605343E1,1.830605343E1
3.369238923E2,5.181553321E1,4.694073485E0,2.567804147E0,1.505996287E-1,1.031282476E2,1.859239149E1,1.859239149E1
3.379238499E2,5.181553322E1,4.694071043E0,2.568774204E0,1.136178449E-1,1.021841789E2,1.858055841E1,1.858055841E1
3.389238108E2,5.181553731E1,4.694071074E0,2.568514154E0,1.361038983E-1,1.046476505E2,1.903604203E1,1.903604203E1
3.399237744E2,5.181554050E1,4.694078062E0,2.571080236E0,1.547915787E-1,1.040271620E2,1.943899860E1,1.943899860E1
3.409237394E2,5.181554158E1,4.694080297E0,2.574042228E0,7.428961992E-2,1.020406493E2,1.958627214E1,1.958627214E1
3.419237071E2,5.181554305E1,4.694082864E0,2.575179568E0,1.081236755E-3,1.002754006E2,1.976990060E1,1.976990060E1
3.429236765E2,5.181554671E1,4.694084449E0,2.576347302E0,3.455684707E-2,1.000977952E2,1.983759328E1,1.983759328E1
3.439236476E2,5.181554548E1,4.694074873E0,2.578582377E0,5.447768420E-2,9.948428707E1,1.995974562E1,1.995974562E1
3.449236209E2,5.181554518E1,4.694078907E0,2.577501258E0,1.159231067E-1,9.338549505E1,1.996275487E1,1.996275487E1
3.459235955E2,5.181554764E1,4.694074840E0,2.577489277E0,6.412737817E-2,8.152127205E1,2.019904305E1,2.019904305E1
3.469235710E2,5.181554783E1,4.694075801E0,2.578700008E0,5.938997492E-2,8.885810416E1,2.022594321E1,2.022594321E1
3.479235487E2,5.181554779E1,4.694074637E0,2.578982443E0,7.299268246E-2,9.243661785E1,2.021437258E1,2.021437258E1
3.489235287E2,5.181554791E1,4.694079167E0,2.578931722E0,1.443236619E-1,5.207331442E1,2.022308133E1,2.022308133E1
3.499235083E2,5.181554813E1,4.694081200E0,2.579228774E0,1.443236619E-1,2.890279925E1,2.010967986E1,2.010967986E1
3.509234898E2,5.181554724E1,4.694079362E0,2.579485072E0,3.232041299E-1,1.235831633E1,2.017797485E1,2.017797485E1
3.519234720E2,5.181554557E1,4.694080532E0,2.578909887E0,3.726393282E-1,2.048427861E1,2.002471167E1,2.002471167E1
3.529234560E2,5.181554622E1,4.694076752E0,2.577959730E0,2.861851454E-1,1.112056311E1,2.005580584E1,2.005580584E1
3.539234405E2,5.181554526E1,4.694071472E0,2.578005476E0,2.478719503E-1,6.244959352E0,1.992072197E1,1.992072197E1
3.549234259E2,5.181554827E1,4.694064797E0,2.577079646E0,2.861851454E-1,5.253665183E-1,2.026490595E1,2.026490595E1
3.559234124E2,5.181555070E1,4.694064058E0,2.578556048E0,4.186125007E-3,5.129736310E0,2.053875459E1,2.053875459E1
3.569233994E2,5.181554802E1,4.694056901E0,2.580317305E0,1.712641306E-2,5.289111944E0,2.031424495E1,2.031424495E1
3.579233874E2,5.181554330E1,4.694057201E0,2.578323631E0,3.831680417E-1,4.222031917E0,1.979674187E1,1.979674187E1
3.589233764E2,5.181554671E1,4.694060487E0,2.574725368E0,1.739200056E-1,1.484705711E1,2.012654809E1,2.012654809E1
3.599233652E2,5.181554791E1,4.694063443E0,2.577019427E0,1.620379239E-1,2.941810628E1,2.023424380E1,2.023424380E1
3.609233556E2,5.181554862E1,4.694061622E0,2.578244469E0,2.200723859E-3,4.097549670E1,2.032653311E1,2.032653311E1
3.619233454E2,5.181554794E1,4.694057378E0,2.578765228E0,7.729686052E-2,4.016246172E1,2.029869370E1,2.029869370E1
3.629233375E2,5.181554942E1,4.694057699E0,2.578134091E0,2.051669508E-1,3.258542210E1,2.045634081E1,2.045634081E1
3.639233291E2,5.181554354E1,4.694053198E0,2.579152444E0,3.840696067E-2,2.728164189E1,1.989265651E1,1.989265651E1
3.649233204E2,5.181553969E1,4.694047475E0,2.574657188E0,5.102241877E-3,3.499530750E1,1.963165628E1,1.963165628E1
3.659233128E2,5.181553704E1,4.694045074E0,2.570719503E0,3.840696067E-2,7.019498791E1,1.944383700E1,1.944383700E1
3.669233063E2,5.181552742E1,4.694061158E0,2.567943075E0,2.617762685E-1,9.301586570E1,1.801681596E1,1.801681596E1
3.679232992E2,5.181552680E1,4.694059635E0,2.562924144E0,5.996505022E-1,9.064259353E1,2.358224035E1,2.358224035E1
3.689232928E2,5.181552918E1,4.694060893E0,2.561701274E0,8.375145793E-1,9.069981003E1,1.821007834E1,1.821007834E1
3.699232872E2,5.181552907E1,4.694062024E0,2.563480995E0,5.996505022E-1,8.883257974E1,1.817877927E1,1.817877927E1
3.709232812E2,5.181553085E1,4.694068760E0,2.563782563E0,5.730581284E-1,8.750098655E1,1.831580874E1,1.831580874E1
3.719232761E2,5.181553139E1,4.694072266E0,2.566147315E0,4.578942657E-1,8.842916828E1,1.838306066E1,1.838306066E1
3.729232713E2,5.181553128E1,4.694076569E0,2.567293595E0,1.099701319E-2,9.018202022E1,1.841219199E1,1.841219199E1
3.739232670E2,5.181552956E1,4.694071898E0,2.568026204E0,1.351117492E-1,9.039482159E1,1.817728882E1,1.817728882E1
3.749232622E2,5.181552906E1,4.694073998E0,2.566272988E0,1.225272939E-1,9.025092316E1,1.813874507E1,1.813874507E1
3.759232579E2,5.181552961E1,4.694074233E0,2.566156031E0,1.351117492E-1,9.111408832E1,1.820089985E1,1.820089985E1
3.769232538E2,5.181553280E1,4.694076678E0,2.566518557E0,2.195421010E-1,8.291112675E1,1.858013695E1,1.858013695E1
3.779232502E2,5.181553470E1,4.694079752E0,2.568875672E0,7.969082892E-2,6.859832874E1,1.883236442E1,1.883236442E1
3.789232461E2,5.181553540E1,4.694076495E0,2.570659769E0,4.456267878E-2,6.607343320E1,1.886148452E1,1.886148452E1
3.799232423E2,5.181553739E1,4.694068627E0,2.570807279E0,1.332911402E-1,6.555530871E1,1.904310601E1,1.904310601E1
3.809232390E2,5.181553514E1,4.694064404E0,2.571065790E0,2.151641808E-2,7.106064609E1,1.881456665E1,1.881456665E1
3.819232364E2,5.181553517E1,4.694060989E0,2.569062603E0,2.432653904E-1,8.718073947E1,1.885680521E1,1.885680521E1
3.829232333E2,5.181553603E1,4.694067205E0,2.568422831E0,2.090125531E-2,8.345458441E1,1.889500873E1,1.889500873E1
3.839232303E2,5.181553539E1,4.694051226E0,2.569756178E0,2.604613900E-1,8.119424942E1,1.908953695E1,1.908953695E1
3.849232277E2,5.181553461E1,4.694061273E0,2.567345491E0,7.449975610E-2,9.095284804E1,1.879182976E1,1.879182976E1
3.859232252E2,5.181553586E1,4.694071307E0,2.567900931E0,1.756997257E-1,8.677356457E1,1.887439286E1,1.887439286E1
3.869232224E2,5.181553883E1,4.694079334E0,2.570126275E0,1.756997257E-1,8.464783212E1,1.927343426E1,1.927343426E1
3.879232203E2,5.181554120E1,4.694084273E0,2.573112557E0,1.863365620E-1,6.652757248E1,1.960833936E1,1.960833936E1
3.889232181E2,5.181554417E1,4.694086149E0,2.575247962E0,1.950920373E-2,3.614507422E1,1.960885568E1,1.960885568E1
3.899232162E2,5.181554108E1,4.694088187E0,2.577219315E0,3.824072704E-2,3.849148326E1,1.934919141E1,1.934919141E1
3.909232137E2,5.181554270E1,4.694093149E0,2.575971062E0,1.652023941E-1,5.086859199E1,1.910197388E1,1.910197388E1
3.919232115E2,5.181554431E1,4.694089234E0,2.577106231E0,1.652023941E-1,7.850217817E1,1.942292087E1,1.942292087E1
3.929232097E2,5.181554589E1,4.694087542E0,2.577710699E0,3.227677941E-1,7.729968238E1,1.960676552E1,1.960676552E1
3.939232082E2,5.181554209E1,4.694098128E0,2.578474958E0,6.391384602E-1,9.174309410E1,1.876412879E1,1.876412879E1
3.949232067E2,5.181554469E1,4.694104409E0,2.577504249E0,5.960068107E-1,7.651520784E1,1.855017422E1,1.855017422E1
3.959232043E2,5.181554263E1,4.694110318E0,2.579037962E0,6.391384602E-1,8.452464966E1,1.808795942E1,1.808795942E1
3.969232025E2,5.181553830E1,4.694119496E0,2.578848010E0,5.960068107E-1,8.422711979E1,1.729335838E1,1.729335838E1
3.979232010E2,5.181554121E1,4.694114560E0,2.578262532E0,4.420514405E-1,8.278181761E1,1.776227208E1,1.776227208E1
3.989231999E2,5.181554408E1,4.694111004E0,2.578643438E0,4.420514405E-1,8.175176361E1,1.815836381E1,1.815836381E1
3.999231980E2,5.181554705E1,4.694108585E0,2.579399073E0,5.434367061E-2,8.192604955E1,1.850915078E1,1.850915078E1
4.009231972E2,5.181554778E1,4.694104105E0,2.580432507E0,7.424315065E-2,8.113458089E1,1.878708057E1,1.878708057E1
4.019231955E2,5.181554725E1,4.694098358E0,2.580583915E0,1.176784560E-1,7.732253620E1,1.905458085E1,1.905458085E1
4.029231944E2,5.181554656E1,4.694095086E0,2.580063473E0,2.112892084E-2,7.594546761E1,1.919540725E1,1.919540725E1
4.039231927E2,5.181554673E1,4.694088693E0,2.579506744E0,1.612885296E-2,7.511162445E1,1.958173916E1,1.958173916E1
4.049231920E2,5.181554774E1,4.694083771E0,2.579159247E0,2.348218579E-3,7.400128841E1,1.993292860E1,1.993292860E1
4.059231902E2,5.181554854E1,4.694079866E0,2.579388856E0,8.069872111E-2,7.220299523E1,2.021251119E1,2.021251119E1
4.069231893E2,5.181555224E1,4.694083903E0,2.579672742E0,3.661971912E-2,2.456420161E2,2.018842849E1,2.018842849E1
4.079231882E2,5.181555414E1,4.694086436E0,2.581912129E0,4.687328357E-3,2.559194564E2,2.017385245E1,2.017385245E1
4.089231869E2,5.181556348E1,4.694100425E0,2.583196935E0,8.033256233E-2,2.504254981E2,2.030387332E1,2.030387332E1
4.099231856E2,5.181556648E1,4.694102470E0,2.584077292E0,6.385222822E-2,8.364862326E1,2.051933222E1,2.051933222E1
4.109231843E2,5.181557316E1,4.694104963E0,2.584165328E0,1.122377291E-1,4.574351857E1,2.111500125E1,2.111500125E1
4.119231834E2,5.181557553E1,4.694104165E0,2.584174132E0,1.397248060E-1,4.723665256E1,2.137980830E1,2.137980830E1
4.129231825E2,5.181557886E1,4.694100630E0,2.584175012E0,6.586337835E-2,4.848860575E1,2.181582756E1,2.181582756E1
4.139231818E2,5.181558188E1,4.694094848E0,2.584175100E0,6.455378979E-2,2.208380885E2,2.228611015E1,2.228611015E1
4.149231805E2,5.181558483E1,4.694089525E0,2.584175109E0,1.569948043E-3,3.601547480E1,2.274264272E1,2.274264272E1
4.159231791E2,5.181558632E1,4.694089898E0,2.584175110E0,1.233487278E-1,3.310727587E1,2.287969719E1,2.287969719E1
4.169231781E2,5.181559121E1,4.694087515E0,2.584175110E0,1.233487278E-1,3.307662198E1,2.344033237E1,2.344033237E1
4.179231771E2,5.181559793E1,4.694082783E0,2.584175110E0,5.080847144E-1,1.382033027E1,1.600241655E1,1.600241655E1
4.189231763E2,5.181560786E1,4.694061934E0,2.584175110E0,7.480569482E-1,3.234676777E2,2.455611651E1,2.455611651E1
4.199231756E2,5.181560624E1,4.694057681E0,2.584175110E0,5.080847144E-1,3.259213549E2,2.421443534E1,2.421443534E1
