"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.209231747E2,5.181560497E1,4.694055811E0,2.584175110E0,1.084012762E-1,3.268508344E2,2.402566434E1,2.402566434E1
4.219231734E2,5.181560509E1,4.694058375E0,2.584175110E0,1.292215735E-1,3.301617549E2,2.417376856E1,2.417376856E1
4.229231728E2,5.181560660E1,4.694056768E0,2.584175110E0,6.406527758E-1,3.255646004E2,2.419037469E1,2.419037469E1
4.239231722E2,5.181560740E1,4.694054347E0,2.584175110E0,6.406527758E-1,3.431931548E2,2.411703292E1,2.411703292E1
4.249231708E2,5.181560740E1,4.694054347E0,2.584175110E0,0.000000000E0,3.431931548E2,2.411703292E1,2.411703292E1
4.259231703E2,5.181560740E1,4.694054347E0,2.584175110E0,0.000000000E0,3.431931548E2,2.411703292E1,2.411703292E1
4.269231697E2,5.181560740E1,4.694054347E0,2.584175110E0,0.000000000E0,3.431931548E2,2.411703292E1,2.411703292E1
4.279231690E2,5.181560740E1,4.694054347E0,2.584175110E0,0.000000000E0,3.431931548E2,2.411703292E1,2.411703292E1
4.289231681E2,5.181560740E1,4.694054347E0,2.584175110E0,0.000000000E0,3.431931548E2,2.411703292E1,2.411703292E1
4.299231670E2,5.181560740E1,4.694054347E0,2.584175110E0,0.000000000E0,3.431931548E2,2.411703292E1,2.411703292E1
4.309231657E2,5.181560740E1,4.694054347E0,2.584175110E0,0.000000000E0,3.431931548E2,2.411703292E1,2.411703292E1
4.319231651E2,5.181560740E1,4.694054347E0,2.584175110E0,0.000000000E0,3.431931548E2,2.411703292E1,2.411703292E1
4.329231645E2,5.181561576E1,4.694078563E0,2.584175110E0,3.171376288E-1,9.101837688E1,2.600125155E1,2.600125155E1
4.339231635E2,5.181561621E1,4.694093167E0,2.584175110E0,5.555298924E-2,9.115278134E1,2.590703620E1,2.590703620E1
4.349231621E2,5.181561644E1,4.694099538E0,2.584175110E0,3.171376288E-1,9.997313737E1,2.581696315E1,2.581696315E1
4.359231617E2,5.181561382E1,4.694112273E0,2.584175110E0,5.702809691E-1,9.847750353E1,2.511208680E1,2.511208680E1
4.369231611E2,5.181560887E1,4.694124738E0,2.584175110E0,5.702809691E-1,9.988373020E1,2.414039035E1,2.414039035E1
4.379231597E2,5.181560669E1,4.694132950E0,2.584175110E0,3.512777984E-1,9.509632766E1,1.600241655E1,1.600241655E1
4.389246104E2,5.181560297E1,4.694139962E0,2.584175110E0,3.512777984E-1,7.494869712E1,1.600241655E1,1.600241655E1
4.399246105E2,5.181559761E1,4.694143827E0,2.584175110E0,1.301130354E-1,3.166346267E1,2.234578681E1,2.234578681E1
4.409248821E2,5.181559283E1,4.694140409E0,2.584175110E0,3.090900183E-1,2.352362742E1,2.207644547E1,2.207644547E1
4.419251463E2,5.181559030E1,4.694145332E0,2.584175110E0,3.273839355E-1,2.872515627E1,2.164144254E1,2.164144254E1
4.429254646E2,5.181559640E1,4.694145647E0,2.584175110E0,4.680751860E-1,2.902468739E1,2.216251526E1,2.216251526E1
4.439257514E2,5.181560092E1,4.694156595E0,2.584175110E0,3.696305454E-1,4.308955295E1,1.600241655E1,1.600241655E1
4.449260483E2,5.181560347E1,4.694162375E0,2.584175110E0,3.696305454E-1,5.070030979E1,1.600241655E1,1.600241655E1
4.459263214E2,5.181560902E1,4.694169252E0,2.584175110E0,2.849074602E-1,5.483733830E1,1.600241655E1,1.600241655E1
4.469265922E2,5.181561400E1,4.694171612E0,2.584175110E0,1.615114808E-1,5.481259252E1,1.600241655E1,1.600241655E1
4.479268354E2,5.181561806E1,4.694167625E0,2.584175110E0,1.302943826E-1,5.610454671E1,1.600241655E1,1.600241655E1
4.489270829E2,5.181562421E1,4.694163798E0,2.584175110E0,6.222389266E-2,5.405289790E1,2.442158204E1,2.442158204E1
4.499273157E2,5.181562421E1,4.694163798E0,2.584175110E0,0.000000000E0,5.405289790E1,2.442158204E1,2.442158204E1
4.509275447E2,5.181562421E1,4.694163798E0,2.584175110E0,0.000000000E0,5.405289790E1,2.442158204E1,2.442158204E1
4.519277395E2,5.181562421E1,4.694163798E0,2.584175110E0,0.000000000E0,5.405289790E1,2.442158204E1,2.442158204E1
4.529279332E2,5.181562421E1,4.694163798E0,2.584175110E0,0.000000000E0,5.405289790E1,2.442158204E1,2.442158204E1
4.539281244E2,5.181562421E1,4.694163798E0,2.584175110E0,0.000000000E0,5.405289790E1,2.442158204E1,2.442158204E1
4.549282830E2,5.181562421E1,4.694163798E0,2.584175110E0,0.000000000E0,5.405289790E1,2.442158204E1,2.442158204E1
4.559284273E2,5.181562180E1,4.694167448E0,2.584175110E0,9.244764224E-3,9.255107133E1,1.600241655E1,1.600241655E1
4.569285877E2,5.181562092E1,4.694167762E0,2.584175110E0,9.244764224E-3,9.421229628E1,1.600241655E1,1.600241655E1
4.579287267E2,5.181561863E1,4.694162354E0,2.584175110E0,2.410835177E-1,9.970600867E1,1.600241655E1,1.600241655E1
4.589288565E2,5.181561664E1,4.694163832E0,2.584175110E0,2.699615955E-1,1.004145793E2,1.600241655E1,1.600241655E1
4.599289793E2,5.181561620E1,4.694166783E0,2.584175110E0,1.387315802E-2,9.691145727E1,1.600241655E1,1.600241655E1
4.609290962E2,5.181561626E1,4.694166327E0,2.584175110E0,1.358875260E-2,1.026498544E2,1.600241655E1,1.600241655E1
4.619292041E2,5.181561584E1,4.694158625E0,2.584175110E0,2.600063980E-1,1.118782391E2,1.600241655E1,1.600241655E1
4.629293094E2,5.181561037E1,4.694158290E0,2.584175110E0,4.120744467E-1,1.653391815E2,1.600241655E1,1.600241655E1
4.639294070E2,5.181560235E1,4.694155085E0,2.584175110E0,3.234044611E-1,1.853923847E2,1.600241655E1,1.600241655E1
4.649294993E2,5.181559474E1,4.694153211E0,2.584175110E0,3.234044611E-1,1.829654409E2,2.171543001E1,2.171543001E1
4.659295859E2,5.181559010E1,4.694149000E0,2.584175110E0,5.860867724E-2,1.972163438E2,2.146390297E1,2.146390297E1
4.669296678E2,5.181558755E1,4.694143437E0,2.584175110E0,7.106252760E-2,1.983106493E2,2.150039686E1,2.150039686E1
4.679297447E2,5.181558150E1,4.694139703E0,2.584175110E0,1.910030842E-1,2.064661274E2,2.122716023E1,2.122716023E1
4.689298180E2,5.181557640E1,4.694137744E0,2.584175110E0,1.910030842E-1,2.005381789E2,2.099749938E1,2.099749938E1
4.699298879E2,5.181557252E1,4.694132291E0,2.584175110E0,3.388080299E-1,2.140222564E2,2.064274475E1,2.064274475E1
4.709299518E2,5.181556607E1,4.694130954E0,2.584175110E0,1.688868105E-1,2.071469880E2,1.992881424E1,1.992881424E1
4.719300163E2,5.181556663E1,4.694129275E0,2.584175110E0,1.000156626E-2,2.045488114E2,1.999811193E1,1.999811193E1
4.729300749E2,5.181556393E1,4.694123522E0,2.584175110E0,9.826923907E-2,2.123971632E2,1.975348950E1,1.975348950E1
4.739301316E2,5.181556046E1,4.694126721E0,2.584175110E0,1.012280881E-1,2.033930477E2,1.933565940E1,1.933565940E1
4.749301860E2,5.181555476E1,4.694129732E0,2.584175110E0,5.192048103E-2,2.033615059E2,1.868015953E1,1.868015953E1
4.759302484E2,5.181555565E1,4.694136576E0,2.583982849E0,3.791873157E-2,2.521451759E1,1.877094168E1,1.877094168E1
4.769302837E2,5.181555513E1,4.694140609E0,2.584155884E0,1.314734668E-1,2.132009569E1,1.874670522E1,1.874670522E1
4.779303292E2,5.181555462E1,4.694146588E0,2.584101089E0,2.330819964E-1,1.320778525E1,1.879204747E1,1.879204747E1
4.789303734E2,5.181555168E1,4.694155659E0,2.584044112E0,2.591495216E-1,2.066431215E1,1.876868850E1,1.876868850E1
4.799304153E2,5.181554194E1,4.694169548E0,2.583880485E0,2.591495216E-1,2.818546717E1,1.600241655E1,1.600241655E1
4.809304546E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.819304923E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.829305276E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.839305623E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.849305943E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.859306264E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.869306570E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.879306859E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.889307119E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.899307399E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.909307653E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.919307908E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.929308147E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.939308374E2,5.181554194E1,4.694169548E0,2.583880485E0,0.000000000E0,2.818546717E1,1.600241655E1,1.600241655E1
4.949308598E2,5.181553780E1,4.694177771E0,2.584175110E0,2.364688665E-1,9.029476615E1,1.600241655E1,1.600241655E1
4.959308811E2,5.181553938E1,4.694168674E0,2.584175110E0,9.420698881E-2,7.861497874E1,1.600241655E1,1.600241655E1
4.969309030E2,5.181553864E1,4.694168029E0,2.584175110E0,5.164182559E-2,7.451887332E1,1.600241655E1,1.600241655E1
4.979309227E2,5.181553975E1,4.694165553E0,2.584175110E0,1.645429581E-1,6.673443842E1,1.600241655E1,1.600241655E1
4.989309416E2,5.181553589E1,4.694168652E0,2.584058380E0,1.933805197E-1,5.518175059E1,1.600241655E1,1.600241655E1
4.999309608E2,5.181553621E1,4.694171028E0,2.584163437E0,7.089554518E-2,2.258794418E-2,1.600241655E1,1.600241655E1
5.009309797E2,5.181553046E1,4.694179214E0,2.584173943E0,1.933805197E-1,3.377302329E2,1.600241655E1,1.600241655E1
5.019309968E2,5.181553087E1,4.694182987E0,2.584174993E0,4.263785779E-1,3.362823967E2,1.600241655E1,1.600241655E1
5.029310144E2,5.181553602E1,4.694178194E0,2.584175098E0,7.838039398E-1,3.216419408E2,1.600241655E1,1.600241655E1
5.039310324E2,5.181554516E1,4.694156801E0,2.584175109E0,7.205821872E-1,3.164328015E2,1.600241655E1,1.600241655E1
5.049310492E2,5.181554828E1,4.694153952E0,2.583495331E0,7.205821872E-1,3.200144980E2,1.600241655E1,1.600241655E1
5.059310647E2,5.181554495E1,4.694130867E0,2.583496017E0,3.740820587E-1,3.247232577E2,1.758678169E1,1.758678169E1
5.069310799E2,5.181553869E1,4.694121058E0,2.581597511E0,1.386817098E-1,3.291059169E2,1.600241655E1,1.600241655E1
5.079310957E2,5.181553708E1,4.694118699E0,2.578832740E0,1.062443778E-1,3.391091388E2,1.600241655E1,1.600241655E1
5.089311110E2,5.181553862E1,4.694117019E0,2.577780353E0,4.217433929E-2,3.472797662E2,1.744927215E1,1.744927215E1
5.099311265E2,5.181553659E1,4.694113932E0,2.577977239E0,1.075195968E-1,3.412906739E2,1.751608071E1,1.751608071E1
5.109311410E2,5.181554162E1,4.694107587E0,2.576942927E0,2.788164914E-1,3.336282398E2,1.817295498E1,1.817295498E1
5.119311557E2,5.181555118E1,4.694107362E0,2.578006793E0,2.093256563E-1,3.462490087E2,1.890997336E1,1.890997336E1
5.129311800E2,5.181556082E1,4.694110196E0,2.581841664E0,1.550109982E-1,4.323657447E0,1.971586697E1,1.971586697E1
5.139311843E2,5.181556866E1,4.694115187E0,2.583941765E0,2.852810360E-2,3.558567831E1,2.040277503E1,2.040277503E1
5.149311976E2,5.181556776E1,4.694114215E0,2.584151775E0,2.701325715E-1,3.699165226E1,2.032815099E1,2.032815099E1
5.159312112E2,5.181557272E1,4.694114678E0,2.584172776E0,2.701325715E-1,1.057674771E1,2.084636214E1,2.084636214E1
5.169312248E2,5.181557714E1,4.694114425E0,2.584174877E0,2.745666504E-1,3.537188588E2,2.132540167E1,2.132540167E1
5.179312377E2,5.181557786E1,4.694110624E0,2.584175087E0,5.631062984E-1,3.147535038E2,2.147421584E1,2.147421584E1
5.189312502E2,5.181558279E1,4.694102874E0,2.584175108E0,8.100099564E-1,3.104919849E2,2.216529956E1,2.216529956E1
5.199312627E2,5.181558800E1,4.694094321E0,2.584175110E0,7.851139307E-1,2.960617623E2,2.292153459E1,2.292153459E1
5.209312754E2,5.181559040E1,4.694092777E0,2.584175110E0,1.099440083E-1,2.723043699E2,2.320981201E1,2.320981201E1
5.219312885E2,5.181558795E1,4.694094027E0,2.584175110E0,2.070370913E-1,2.664586842E2,2.292520196E1,2.292520196E1
5.229313004E2,5.181558534E1,4.694080172E0,2.584175110E0,4.865026772E-1,2.562382350E2,2.310629964E1,2.310629964E1
5.239313128E2,5.181557729E1,4.694069583E0,2.584175110E0,3.359078169E-1,2.373828694E2,2.280959463E1,2.280959463E1
5.249313245E2,5.181557391E1,4.694062557E0,2.584175110E0,7.515336573E-2,2.315215016E2,2.286703293E1,2.286703293E1
5.259313371E2,5.181557507E1,4.694060494E0,2.584175110E0,2.298512682E-2,2.478204913E2,2.283924254E1,2.283924254E1
5.269313489E2,5.181557688E1,4.694062527E0,2.584175110E0,1.405605525E-1,2.539970314E2,2.302513163E1,2.302513163E1
5.279313610E2,5.181557346E1,4.694063903E0,2.584175110E0,1.996711195E-1,2.152729597E2,2.276536933E1,2.276536933E1
5.289313732E2,5.181556593E1,4.694066315E0,2.584175110E0,1.996711195E-1,2.059645593E2,2.207825294E1,2.207825294E1
5.299313843E2,5.181555652E1,4.694062827E0,2.584175110E0,9.078457952E-2,2.070979473E2,2.119123660E1,2.119123660E1
5.309313962E2,5.181555666E1,4.694061876E0,2.584175110E0,1.051226407E-1,1.975237159E2,2.121268272E1,2.121268272E1
5.319314075E2,5.181555159E1,4.694067516E0,2.584175110E0,2.190915793E-1,1.790224683E2,2.062415863E1,2.062415863E1
5.329314190E2,5.181554871E1,4.694076270E0,2.581572723E0,2.190915793E-1,1.536607192E2,2.348206078E1,2.348206078E1
5.339314305E2,5.181555043E1,4.694092607E0,2.579822464E0,1.377464384E-1,1.103041059E2,1.958473850E1,1.958473850E1
5.349314420E2,5.181555189E1,4.694079371E0,2.581233589E0,2.900674008E-2,8.082000969E1,2.042789426E1,2.042789426E1
5.359314533E2,5.181555224E1,4.694071278E0,2.581762656E0,2.167728543E-1,6.815301407E1,2.069615801E1,2.069615801E1
5.369314642E2,5.181555244E1,4.694067651E0,2.581843029E0,2.439927906E-1,6.199858332E1,2.071851134E1,2.071851134E1
5.379314760E2,5.181555378E1,4.694062500E0,2.581902565E0,1.284215152E-1,6.408936570E1,2.088963928E1,2.088963928E1
5.389314867E2,5.181555378E1,4.694053562E0,2.582722193E0,5.008013174E-2,6.961313776E1,2.098855316E1,2.098855316E1
5.399314984E2,5.181555465E1,4.694047082E0,2.582701159E0,1.203081682E-1,7.099452303E1,2.119876528E1,2.119876528E1
5.409315096E2,5.181555793E1,4.694049170E0,2.583313603E0,1.809140146E-1,6.948413597E1,2.150958328E1,2.150958328E1
5.419315200E2,5.181555583E1,4.694051282E0,2.584088959E0,9.284477681E-2,7.060387719E1,2.124658372E1,2.124658372E1
5.429315310E2,5.181555616E1,4.694053866E0,2.584166495E0,1.282419562E-1,7.601688407E1,2.124353139E1,2.124353139E1
5.439315417E2,5.181555603E1,4.694057009E0,2.584174248E0,1.366783958E-2,7.696117821E1,2.118815198E1,2.118815198E1
5.449315516E2,5.181555753E1,4.694055483E0,2.584175024E0,8.065797389E-2,7.837803948E1,2.137068418E1,2.137068418E1
5.459315631E2,5.181555737E1,4.694059245E0,2.584175101E0,2.017961442E-1,7.851220489E1,2.131325692E1,2.131325692E1
5.469315751E2,5.181555773E1,4.694062552E0,2.584175109E0,4.221453145E-2,7.035730053E1,2.132777625E1,2.132777625E1
5.479315859E2,5.181555755E1,4.694063653E0,2.584175110E0,4.506965727E-2,7.171536070E1,2.130103456E1,2.130103456E1
5.489315959E2,5.181555474E1,4.694063322E0,2.584175110E0,2.780865179E-3,6.415521555E1,2.099131197E1,2.099131197E1
5.499316075E2,5.181554922E1,4.694054317E0,2.583618927E0,1.168198287E-1,5.152821410E1,2.048286531E1,2.048286531E1
5.509316181E2,5.181554626E1,4.694053288E0,2.579412537E0,9.501561522E-2,5.417838555E1,2.018182642E1,2.018182642E1
5.519316286E2,5.181554576E1,4.694055415E0,2.576729401E0,2.936787903E-2,6.106236929E1,2.009082400E1,2.009082400E1
5.529316396E2,5.181554641E1,4.694052394E0,2.576224194E0,4.979733378E-2,5.089882924E1,2.021453983E1,2.021453983E1
5.539316508E2,5.181554648E1,4.694050128E0,2.576468931E0,8.989533409E-3,5.056949801E1,2.026893980E1,2.026893980E1
5.549316618E2,5.181554795E1,4.694050014E0,2.576414441E0,3.371051699E-2,5.032102939E1,2.042652809E1,2.042652809E1
5.559316715E2,5.181554601E1,4.694046538E0,2.577531657E0,4.973240197E-2,4.926026686E1,2.030403026E1,2.030403026E1
5.569316827E2,5.181554610E1,4.694046569E0,2.575930198E0,4.263306409E-2,4.835347729E1,2.031273733E1,2.031273733E1
5.579316928E2,5.181554560E1,4.694047083E0,2.575845583E0,1.910864003E-2,4.836297125E1,2.024766768E1,2.024766768E1
5.589317032E2,5.181554421E1,4.694049244E0,2.575469766E0,8.373504132E-2,4.497467833E1,2.005023654E1,2.005023654E1
5.599317149E2,5.181554262E1,4.694048047E0,2.574498347E0,1.194411516E-1,3.783376336E1,1.991556490E1,1.991556490E1
5.609317244E2,5.181554447E1,4.694049428E0,2.573065679E0,1.328236014E-1,3.817716820E1,2.007296086E1,2.007296086E1
5.619317353E2,5.181554571E1,4.694051316E0,2.574470798E0,2.411777973E-1,1.642745702E1,2.016208271E1,2.016208271E1
5.629317449E2,5.181555064E1,4.694048665E0,2.575696210E0,3.666093349E-1,7.030383615E-1,2.073988560E1,2.073988560E1
5.639317567E2,5.181555085E1,4.694050729E0,2.579492305E0,1.809038920E-3,1.054234320E1,2.072103721E1,2.072103721E1
5.649317673E2,5.181555084E1,4.694048790E0,2.580098507E0,1.289030612E-1,9.684851366E0,2.075916995E1,2.075916995E1
5.659317774E2,5.181555179E1,4.694049279E0,2.580097329E0,8.302646689E-3,1.225685301E1,2.084974660E1,2.084974660E1
5.669317887E2,5.181555125E1,4.694049546E0,2.580845655E0,5.852990318E-3,1.452220649E1,2.078730351E1,2.078730351E1
5.679318001E2,5.181555123E1,4.694050111E0,2.580511934E0,4.845756665E-2,1.792255982E1,2.077416592E1,2.077416592E1
5.689318103E2,5.181555153E1,4.694052204E0,2.580478562E0,8.405069262E-2,1.716778805E1,2.076751502E1,2.076751502E1
5.699318210E2,5.181555579E1,4.694056043E0,2.580756749E0,1.635122448E-1,1.700304389E1,2.117343523E1,2.117343523E1
5.709318316E2,5.181555976E1,4.694057213E0,2.583833274E0,3.289700672E-2,7.192108088E0,2.159590617E1,2.159590617E1
5.719318421E2,5.181556191E1,4.694055027E0,2.584140926E0,2.407857925E-1,3.504979328E2,2.310392542E1,2.310392542E1
5.729318522E2,5.181556651E1,4.694053413E0,2.584171692E0,1.011601537E-1,3.457140410E2,2.219311471E1,2.219311471E1
5.739318630E2,5.181556864E1,4.694049048E0,2.584174768E0,4.405196905E-1,2.959835702E2,2.192518241E1,2.192518241E1
5.749318728E2,5.181557095E1,4.694048940E0,2.584175076E0,4.405196905E-1,2.918612779E2,2.196242468E1,2.196242468E1
5.759318839E2,5.181556744E1,4.694051692E0,2.584175106E0,2.931203842E-1,2.495703038E2,2.208724857E1,2.208724857E1
5.769318938E2,5.181556899E1,4.694053208E0,2.584175110E0,6.164177507E-2,2.338110630E2,2.221475352E1,2.221475352E1
5.779319053E2,5.181557001E1,4.694055689E0,2.584175110E0,8.068090677E-2,2.322299288E2,2.240152865E1,2.240152865E1
5.789319155E2,5.181557075E1,4.694057905E0,2.584175110E0,1.002375558E-1,2.257893200E2,2.256599670E1,2.256599670E1
5.799319255E2,5.181557358E1,4.694062849E0,2.584175110E0,3.741169721E-2,2.254715113E2,2.282724601E1,2.282724601E1
5.809319357E2,5.181557711E1,4.694063639E0,2.584175110E0,2.382559143E-2,2.298461382E2,2.306867510E1,2.306867510E1
5.819319464E2,5.181558121E1,4.694069824E0,2.584175110E0,4.698466882E-2,5.038244987E1,2.313689584E1,2.313689584E1
5.829319566E2,5.181558415E1,4.694074298E0,2.584175110E0,1.082091853E-1,2.239427784E2,2.321629453E1,2.321629453E1
5.839319675E2,5.181558454E1,4.694071686E0,2.584175110E0,2.417846471E-1,2.462014086E2,2.335559279E1,2.335559279E1
5.849319786E2,5.181558251E1,4.694066700E0,2.584175110E0,2.435432076E-1,2.417647636E2,2.338390361E1,2.338390361E1
5.859319894E2,5.181558169E1,4.694058358E0,2.584175110E0,3.483128250E-1,2.501087413E2,2.291106450E1,2.291106450E1
5.869319993E2,5.181558845E1,4.694050469E0,2.584175110E0,4.893473089E-1,2.937038717E2,1.600241655E1,1.600241655E1
5.879320102E2,5.181558494E1,4.694045577E0,2.584175110E0,3.483128250E-1,2.717347048E2,1.600241655E1,1.600241655E1
5.889320201E2,5.181558663E1,4.694047559E0,2.584175110E0,1.605492085E-1,2.799713665E2,1.600241655E1,1.600241655E1
5.899320316E2,5.181558400E1,4.694043030E0,2.584175110E0,2.298337370E-1,2.656978831E2,1.600241655E1,1.600241655E1
5.909320418E2,5.181558552E1,4.694034685E0,2.584175110E0,4.176526964E-1,2.877487937E2,1.600241655E1,1.600241655E1
5.919320515E2,5.181558690E1,4.694014403E0,2.584175110E0,4.176526964E-1,3.119808568E2,1.600241655E1,1.600241655E1
5.929320621E2,5.181559922E1,4.694020379E0,2.584175110E0,9.097911119E-1,1.999333828E1,1.600241655E1,1.600241655E1
5.939320725E2,5.181561108E1,4.694020312E0,2.584175110E0,1.319831848E0,7.532416287E0,2.388461952E1,2.388461952E1
5.949320836E2,5.181562142E1,4.694026736E0,2.584175110E0,1.325086832E0,3.824115768E0,2.403251672E1,2.403251672E1
5.959320940E2,5.181563127E1,4.694029748E0,2.584175110E0,1.319831848E0,3.739235299E0,2.507793666E1,2.507793666E1
5.969321039E2,5.181563671E1,4.694036732E0,2.584175110E0,1.133153439E0,1.868739757E0,2.584398134E1,2.584398134E1
5.979321147E2,5.181564132E1,4.694035953E0,2.584175110E0,7.707026601E-1,1.981067981E0,2.626275284E1,2.626275284E1
5.989321254E2,5.181565102E1,4.694039033E0,2.584175110E0,8.696991801E-1,3.477613227E0,2.731580978E1,2.731580978E1
5.999321352E2,5.181566090E1,4.694042082E0,2.584175110E0,8.696991801E-1,4.237414356E0,1.600241655E1,1.600241655E1
6.009321467E2,5.181566860E1,4.694042393E0,2.584175110E0,9.746854305E-1,6.132470832E0,1.600241655E1,1.600241655E1
6.019321570E2,5.181567405E1,4.694042807E0,2.584175110E0,8.138821721E-1,6.827880566E0,1.600241655E1,1.600241655E1
6.029321665E2,5.181567815E1,4.694043523E0,2.584175110E0,1.237649798E0,2.114353359E0,1.600241655E1,1.600241655E1
6.039321778E2,5.181568879E1,4.694031423E0,2.584175110E0,1.237649798E0,3.346611557E2,1.600241655E1,1.600241655E1
6.049321889E2,5.181570302E1,4.694016759E0,2.584175110E0,1.665259361E0,3.204446360E2,1.600241655E1,1.600241655E1
6.059321990E2,5.181571141E1,4.694002621E0,2.584175110E0,1.302034378E0,3.211737177E2,1.600241655E1,1.600241655E1
6.069322097E2,5.181571869E1,4.693986365E0,2.584175110E0,1.302034378E0,3.207141279E2,1.600241655E1,1.600241655E1
6.079322196E2,5.181572128E1,4.693976684E0,2.584175110E0,7.932428122E-1,3.209746587E2,1.600241655E1,1.600241655E1
6.089322298E2,5.181572561E1,4.693972062E0,2.584175110E0,7.326613069E-1,3.206033423E2,1.600241655E1,1.600241655E1
6.099322406E2,5.181572785E1,4.693966467E0,2.584175110E0,3.188614547E-1,3.201911540E2,1.600241655E1,1.600241655E1
6.109322506E2,5.181572681E1,4.693956543E0,2.584175110E0,1.318696439E-1,3.196947086E2,1.600241655E1,1.600241655E1
6.119322617E2,5.181573582E1,4.693927128E0,2.584175110E0,3.188614547E-1,3.429038553E2,1.600241655E1,1.600241655E1
6.129322723E2,5.181570107E1,4.693956911E0,2.584175110E0,5.072548985E-1,3.584406778E2,1.600241655E1,1.600241655E1
6.139322826E2,5.181569821E1,4.693955494E0,2.584175110E0,1.585129835E-2,3.569475712E2,1.600241655E1,1.600241655E1
6.149322932E2,5.181568951E1,4.693952534E0,2.584175110E0,8.036401868E-2,3.342516312E1,1.600241655E1,1.600241655E1
6.159323039E2,5.181568147E1,4.693943527E0,2.584175110E0,8.036401868E-2,1.479697817E1,1.600241655E1,1.600241655E1
6.169323144E2,5.181568941E1,4.693942703E0,2.584175110E0,4.764488637E-1,3.574440713E2,1.600241655E1,1.600241655E1
6.179323238E2,5.181569684E1,4.693938721E0,2.584175110E0,-1.000000000E0,-1.000000000E0,1.600241655E1,1.600241655E1
6.189323342E2,5.181570309E1,4.693932679E0,2.899430421E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
6.199323452E2,5.181571106E1,4.693928289E0,3.153365934E0,6.931278110E-1,3.436052337E2,3.200483309E1,3.200483309E1
6.209323556E2,5.181571290E1,4.693928893E0,2.641094192E0,3.745507076E-2,3.459249299E2,3.200483309E1,3.200483309E1
6.219323661E2,5.181569917E1,4.693934094E0,2.589867018E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
6.229323771E2,5.181569767E1,4.693932392E0,2.912465320E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
6.239323875E2,5.181570397E1,4.693929188E0,3.173208362E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
6.249323978E2,5.181569837E1,4.693901222E0,3.389591010E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
6.259324080E2,5.181569823E1,4.693876967E0,3.573133029E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
6.269324185E2,5.181569982E1,4.693864512E0,3.727180101E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
6.279324292E2,5.181569642E1,4.693852174E0,3.854688649E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
6.289324398E2,5.181572470E1,4.693812145E0,3.958875240E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
6.299324503E2,5.181570510E1,4.693813192E0,4.041464690E0,-1.000000000E0,-1.000000000E0,3.200483309E1,3.200483309E1
6.309324608E2,5.181569957E1,4.693809047E0,4.362618955E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
6.319324714E2,5.181569722E1,4.693802709E0,4.352083530E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
6.329324818E2,5.181569573E1,4.693799397E0,4.347450180E0,7.782646418E-1,3.064930457E2,4.800724964E1,4.800724964E1
6.339324923E2,5.181569554E1,4.693794257E0,2.745104454E0,7.782646418E-1,3.105072025E2,4.800724964E1,4.800724964E1
