"Time (s)","X (hPa)"
1.620852804E2,1.013948822E3
1.630345104E2,1.013950729E3
1.639835634E2,1.013950729E3
1.649328534E2,1.013935547E3
1.658818574E2,1.013797760E3
1.668308424E2,1.013635025E3
1.677796174E2,1.013612518E3
1.687284394E2,1.013612518E3
1.696771944E2,1.013642654E3
1.706265174E2,1.013716736E3
1.715757904E2,1.013821487E3
1.725251014E2,1.013821487E3
1.734743884E2,1.013780365E3
1.744236964E2,1.013765793E3
1.753727524E2,1.013760071E3
1.763219674E2,1.013752975E3
1.772712444E2,1.013745422E3
1.782203444E2,1.013739243E3
1.791695704E2,1.013733215E3
1.801186564E2,1.013726501E3
1.810678124E2,1.013720627E3
1.820169474E2,1.013713837E3
1.829661434E2,1.013707809E3
1.839153984E2,1.013695068E3
1.848645794E2,1.013695068E3
1.858137474E2,1.013738403E3
1.867627524E2,1.013885269E3
1.877118274E2,1.013940277E3
1.886609444E2,1.013964996E3
1.896098284E2,1.013964996E3
1.905584934E2,1.013927307E3
1.915071784E2,1.013830338E3
1.924558824E2,1.013830338E3
1.934047814E2,1.013845978E3
1.943538174E2,1.013862076E3
1.953025314E2,1.013862076E3
1.962511354E2,1.013684921E3
1.972002434E2,1.013667526E3
1.981493074E2,1.013584518E3
1.990983434E2,1.013548660E3
2.000474374E2,1.013548660E3
2.009965204E2,1.013684387E3
2.019455724E2,1.013684387E3
2.028947644E2,1.013440628E3
2.038439314E2,1.013218307E3
2.047929774E2,1.013030853E3
2.057421044E2,1.012791290E3
2.066913464E2,1.012791290E3
2.076406664E2,1.012834930E3
2.085900384E2,1.013024368E3
2.095394694E2,1.013172913E3
2.104887924E2,1.013364182E3
2.114380394E2,1.013535767E3
2.123874014E2,1.013591995E3
2.133365884E2,1.013591995E3
2.142857474E2,1.013588181E3
2.152349184E2,1.013572922E3
2.161841484E2,1.013572922E3
2.171334754E2,1.013608780E3
2.180827624E2,1.013757935E3
2.190319554E2,1.013861237E3
2.199811384E2,1.014015808E3
2.209304494E2,1.014202499E3
2.218796354E2,1.014202499E3
2.228287824E2,1.014115219E3
2.237780004E2,1.014108734E3
2.247271374E2,1.014053879E3
2.256762534E2,1.014009247E3
2.266254624E2,1.013926315E3
2.275746714E2,1.013852768E3
2.285237664E2,1.013814011E3
2.294728264E2,1.013772812E3
2.304217724E2,1.013772812E3
2.313707154E2,1.013816299E3
2.323197404E2,1.013816299E3
2.332688694E2,1.013791656E3
2.342179404E2,1.013707962E3
2.351669924E2,1.013612289E3
2.361160814E2,1.013468704E3
2.370650634E2,1.013451385E3
2.380140534E2,1.013451385E3
2.389629684E2,1.013557968E3
2.399119444E2,1.013654938E3
2.408608284E2,1.013697052E3
2.418098634E2,1.013715591E3
2.427590534E2,1.013697052E3
2.437081084E2,1.013674164E3
2.446571424E2,1.013604507E3
2.456061204E2,1.013576431E3
2.465551314E2,1.013576431E3
2.475042384E2,1.013580170E3
2.484533554E2,1.013584137E3
2.494025564E2,1.013587646E3
2.503515284E2,1.013592987E3
2.513006014E2,1.013595886E3
2.522496584E2,1.013598709E3
2.531986704E2,1.013637543E3
2.541478614E2,1.013705750E3
2.550969264E2,1.013751678E3
2.560459914E2,1.013839569E3
2.569948464E2,1.013839569E3
2.579435544E2,1.013823776E3
2.588922824E2,1.013777390E3
2.598410374E2,1.013748474E3
2.607898894E2,1.013666763E3
2.617389994E2,1.013650284E3
2.626878944E2,1.013649902E3
2.636368164E2,1.013648682E3
2.645856344E2,1.013647842E3
2.655343424E2,1.013646240E3
2.664831244E2,1.013645248E3
2.674318974E2,1.013644257E3
2.683807244E2,1.013644028E3
2.693294974E2,1.013641968E3
2.702783644E2,1.013641205E3
2.712271514E2,1.013641205E3
2.721760064E2,1.013641891E3
2.731249524E2,1.013644104E3
2.740737374E2,1.013645859E3
2.750225704E2,1.013648453E3
2.759714884E2,1.013649750E3
2.769202634E2,1.013649750E3
2.778691564E2,1.013649063E3
2.788178864E2,1.013649063E3
2.797666894E2,1.013768387E3
2.807154364E2,1.013768387E3
2.816641904E2,1.013768387E3
2.826128574E2,1.013788605E3
2.835616464E2,1.013788605E3
2.845104924E2,1.013644714E3
2.854592864E2,1.013644333E3
2.864080874E2,1.013644333E3
2.873568434E2,1.013596878E3
2.883056434E2,1.013596191E3
2.892544664E2,1.013596191E3
2.902032714E2,1.013596115E3
2.911521394E2,1.013595428E3
2.921010224E2,1.013594589E3
2.930499384E2,1.013592377E3
2.939988434E2,1.013589554E3
2.949477864E2,1.013589554E3
2.958967354E2,1.013641586E3
2.968455274E2,1.013811951E3
2.977945264E2,1.013998489E3
2.987434534E2,1.013910065E3
2.996923154E2,1.013910065E3
3.006412384E2,1.013854523E3
3.015902664E2,1.013648148E3
3.025392104E2,1.013418579E3
3.034882724E2,1.013430481E3
3.044373404E2,1.013424911E3
3.053864754E2,1.013424911E3
3.063353114E2,1.013424911E3
3.072839184E2,1.013428497E3
3.082323194E2,1.013581467E3
3.091806454E2,1.013594742E3
3.101290914E2,1.013594742E3
3.110775134E2,1.013589249E3
3.120260734E2,1.013584900E3
3.129749534E2,1.013581848E3
3.139238984E2,1.013580093E3
3.148727824E2,1.013578568E3
3.158216454E2,1.013578568E3
3.167704044E2,1.013601685E3
3.177192724E2,1.013601685E3
3.186681854E2,1.013280640E3
3.196170034E2,1.012898636E3
3.205657724E2,1.012615433E3
3.215146084E2,1.012378311E3
3.224633724E2,1.012378311E3
3.234121634E2,1.012705078E3
3.243608894E2,1.013152161E3
3.253096584E2,1.013490295E3
3.262584374E2,1.013780518E3
3.272072004E2,1.013843384E3
3.281560474E2,1.013843384E3
3.291049704E2,1.013837280E3
3.300538564E2,1.013831253E3
3.310027684E2,1.013830338E3
3.319515704E2,1.013798523E3
3.329004224E2,1.013794479E3
3.338492914E2,1.013751373E3
3.347980454E2,1.013738251E3
3.357467954E2,1.013731766E3
3.366955354E2,1.013682632E3
3.376442964E2,1.013682632E3
3.385929964E2,1.013682632E3
3.395413924E2,1.013658905E3
3.404899674E2,1.013658905E3
3.414385174E2,1.013695450E3
3.423869514E2,1.013695450E3
3.433354564E2,1.013455353E3
3.442839814E2,1.013143463E3
3.452324034E2,1.013014984E3
3.461811364E2,1.012971802E3
3.471297364E2,1.012971802E3
3.480783724E2,1.013122330E3
3.490269524E2,1.013428345E3
3.499754044E2,1.013562393E3
3.509242884E2,1.013579483E3
3.518733504E2,1.013579483E3
3.528224194E2,1.013579483E3
3.537715024E2,1.013580856E3
3.547205594E2,1.013748779E3
3.556695474E2,1.013822327E3
3.566184264E2,1.013822327E3
3.575673274E2,1.013822327E3
3.585163634E2,1.013821182E3
3.594653634E2,1.013648911E3
3.604143464E2,1.013313293E3
3.613634104E2,1.013313293E3
3.623124764E2,1.013465881E3
3.632615354E2,1.013571091E3
3.642105214E2,1.013750000E3
3.651595314E2,1.014297867E3
3.661085184E2,1.014297867E3
3.670576384E2,1.014272614E3
3.680068274E2,1.014182892E3
3.689561284E2,1.014033966E3
3.699053474E2,1.013736267E3
3.708545154E2,1.013643112E3
3.718037014E2,1.013639297E3
3.727529474E2,1.013639297E3
3.737021344E2,1.013666382E3
3.746512634E2,1.013863907E3
3.756004894E2,1.013863907E3
3.765495964E2,1.013834915E3
3.774987224E2,1.013776398E3
3.784479414E2,1.013755341E3
3.793971324E2,1.013636246E3
3.803459264E2,1.013636246E3
3.812945874E2,1.013650589E3
3.822432984E2,1.013786163E3
3.831919854E2,1.013861771E3
3.841407374E2,1.013900681E3
3.850894654E2,1.014061279E3
3.860381934E2,1.014061279E3
3.869869274E2,1.014061279E3
3.879355964E2,1.014060059E3
3.888844484E2,1.014032364E3
3.898332864E2,1.014032364E3
3.907821254E2,1.014044037E3
3.917308754E2,1.014044037E3
3.926796054E2,1.014044037E3
3.936283394E2,1.014167557E3
3.945770494E2,1.014167557E3
3.955260084E2,1.014127884E3
3.964750774E2,1.014093475E3
3.974241624E2,1.014093475E3
3.983732904E2,1.013983841E3
3.993224254E2,1.013983841E3
4.002716444E2,1.013983841E3
4.012209774E2,1.014000244E3
4.021700984E2,1.014028015E3
4.031192094E2,1.014036179E3
4.040684294E2,1.014036179E3
4.050176364E2,1.014016724E3
4.059667024E2,1.014016724E3
4.069158424E2,1.014019699E3
4.078649624E2,1.014250183E3
4.088141524E2,1.014299240E3
4.097632754E2,1.014523773E3
4.107123734E2,1.014830551E3
4.116615914E2,1.014916000E3
4.126108294E2,1.014916000E3
4.135598904E2,1.014842834E3
4.145087664E2,1.014660263E3
4.154575634E2,1.014540100E3
4.164062984E2,1.014461212E3
4.173551264E2,1.014456711E3
4.183037874E2,1.014437256E3
4.192525474E2,1.014385452E3
4.202016844E2,1.014330902E3
4.211509694E2,1.014114838E3
4.221003194E2,1.013884964E3
4.230496434E2,1.013865967E3
4.239989234E2,1.013855362E3
4.249483464E2,1.013846817E3
4.258975284E2,1.013842316E3
4.268464364E2,1.013837509E3
4.277952224E2,1.013833923E3
4.287441384E2,1.013831787E3
4.296929884E2,1.013829346E3
4.306416734E2,1.013829346E3
4.315903714E2,1.013890762E3
4.325392444E2,1.013890762E3
4.334879844E2,1.013801575E3
4.344365314E2,1.013801575E3
4.353851104E2,1.014009018E3
4.363336044E2,1.014104080E3
4.372821384E2,1.014104080E3
4.382304924E2,1.014222717E3
4.391789284E2,1.014222717E3
4.401273814E2,1.014170914E3
4.410760514E2,1.014050064E3
4.420247114E2,1.013939972E3
4.429733504E2,1.013858185E3
4.439221344E2,1.013666763E3
4.448708464E2,1.013604507E3
4.458196484E2,1.013603745E3
4.467684064E2,1.013597717E3
4.477171084E2,1.013597717E3
4.486654794E2,1.013603439E3
4.496139344E2,1.013608475E3
4.505624794E2,1.013614120E3
4.515115364E2,1.013618546E3
4.524605014E2,1.013623810E3
4.534095284E2,1.013627701E3
4.543586584E2,1.013627701E3
4.553077814E2,1.013581238E3
4.562568394E2,1.013581238E3
4.572059534E2,1.013586884E3
4.581551134E2,1.013586884E3
4.591040844E2,1.013498688E3
4.600531434E2,1.013475571E3
4.610019344E2,1.013437119E3
4.619507524E2,1.013437119E3
4.628995344E2,1.013486710E3
4.638482384E2,1.013662949E3
4.647969094E2,1.013921661E3
4.657457004E2,1.014496231E3
4.666943344E2,1.014820480E3
4.676431064E2,1.014820480E3
4.685918374E2,1.014740906E3
4.695405254E2,1.014468689E3
4.704892354E2,1.013909912E3
4.714379344E2,1.013788452E3
4.723866434E2,1.013788452E3
4.733352074E2,1.013932266E3
4.742837044E2,1.014099274E3
4.752327594E2,1.014255066E3
4.761818034E2,1.014255066E3
4.771303144E2,1.014051056E3
4.780788424E2,1.014041061E3
4.790273284E2,1.014020462E3
4.799758604E2,1.014010086E3
4.809244594E2,1.014002609E3
4.818729214E2,1.013995132E3
4.828213144E2,1.013987732E3
4.837698644E2,1.013982391E3
4.847184074E2,1.013977127E3
4.856668894E2,1.013972626E3
4.866156234E2,1.013968048E3
4.875646934E2,1.013964462E3
4.885136684E2,1.013960037E3
4.894626974E2,1.013956909E3
4.904118394E2,1.013953400E3
4.913609264E2,1.013950577E3
4.923098484E2,1.013948059E3
4.932583044E2,1.013917770E3
4.942067744E2,1.013872910E3
4.951554524E2,1.013861084E3
4.961044274E2,1.013861084E3
4.970532804E2,1.014038925E3
4.980021854E2,1.014038925E3
4.989510634E2,1.014046707E3
4.998995994E2,1.014015961E3
5.008480724E2,1.013875809E3
5.017965044E2,1.013587875E3
5.027450754E2,1.013457870E3
5.036939284E2,1.013457870E3
5.046428574E2,1.013481674E3
5.055917934E2,1.013700485E3
5.065405504E2,1.014088745E3
5.074894084E2,1.014250259E3
5.084383574E2,1.014250259E3
5.093872364E2,1.014203262E3
5.103359014E2,1.014069214E3
5.112846494E2,1.013739548E3
5.122333744E2,1.013580933E3
5.131822594E2,1.013470459E3
5.141311384E2,1.013367157E3
5.150800214E2,1.013316269E3
5.160288584E2,1.013316269E3
5.169777664E2,1.013316269E3
5.179266004E2,1.013309784E3
5.188756244E2,1.013309784E3
5.198246244E2,1.013306885E3
5.207735814E2,1.013304443E3
5.217224864E2,1.013304443E3
5.226714994E2,1.013309479E3
5.236204774E2,1.013310318E3
5.245694084E2,1.013319778E3
5.255183204E2,1.013324051E3
5.264671694E2,1.013324051E3
5.274159314E2,1.013327637E3
5.283646394E2,1.013327637E3
5.293135184E2,1.013339005E3
5.302622674E2,1.013341064E3
5.312111734E2,1.013341064E3
5.321599964E2,1.013319321E3
5.331088184E2,1.013300171E3
5.340573054E2,1.013276978E3
5.350054764E2,1.013251724E3
5.359537824E2,1.013251724E3
5.369020604E2,1.013269806E3
5.378503624E2,1.013287125E3
5.387986914E2,1.013301468E3
5.397470574E2,1.013307037E3
5.406953814E2,1.013344269E3
5.416437364E2,1.013373795E3
5.425920244E2,1.013394699E3
5.435404234E2,1.013409271E3
5.444885554E2,1.013409271E3
5.454368304E2,1.013407516E3
5.463852174E2,1.013394547E3
5.473337194E2,1.013394547E3
5.482820554E2,1.013420944E3
5.492303804E2,1.013451767E3
5.501786454E2,1.013486633E3
5.511269184E2,1.013530655E3
5.520752554E2,1.013571320E3
5.530235154E2,1.013580856E3
5.539719234E2,1.013593597E3
5.549203334E2,1.013604584E3
5.558687354E2,1.013607635E3
5.568170024E2,1.013745956E3
5.577653334E2,1.014009247E3
5.587136144E2,1.014112015E3
5.596619134E2,1.014270401E3
5.606102454E2,1.014460678E3
5.615586384E2,1.014460678E3
5.625068524E2,1.014399338E3
5.634552434E2,1.014385910E3
5.644038244E2,1.014290314E3
5.653523714E2,1.014182053E3
5.663008364E2,1.014095917E3
5.672492044E2,1.013942337E3
5.681976954E2,1.013942337E3
5.691461514E2,1.014150314E3
5.700944874E2,1.014325562E3
5.710428144E2,1.014507217E3
5.719910104E2,1.014753189E3
5.729394254E2,1.014892731E3
5.738879134E2,1.014950180E3
5.748362154E2,1.014981995E3
5.757845544E2,1.015005646E3
5.767329464E2,1.015056305E3
5.776813404E2,1.015120850E3
5.786300714E2,1.015135651E3
5.795789824E2,1.015175552E3
5.805278124E2,1.015485764E3
5.814765794E2,1.015948334E3
5.824254314E2,1.016422195E3
5.833743134E2,1.016754608E3
5.843230424E2,1.017031784E3
5.852716424E2,1.017067337E3
5.862202934E2,1.017183990E3
5.871690264E2,1.017305756E3
5.881176964E2,1.017809830E3
5.890663254E2,1.018063660E3
5.900145164E2,1.018238373E3
5.909628044E2,1.018409195E3
5.919111124E2,1.018409195E3
5.928594244E2,1.018196030E3
5.938077204E2,1.018196030E3
5.947559044E2,1.018467178E3
5.957041494E2,1.018467178E3
5.966524304E2,1.018367233E3
5.976007704E2,1.018307343E3
5.985488924E2,1.018184433E3
5.994968804E2,1.018023987E3
6.004448874E2,1.017898102E3
6.013930404E2,1.017783051E3
6.023412634E2,1.017570801E3
6.032895844E2,1.017314224E3
6.042378854E2,1.017314224E3
6.051861944E2,1.018229599E3
6.061345894E2,1.019128036E3
6.070832864E2,1.019444656E3
6.080320094E2,1.019886475E3
6.089808304E2,1.019886475E3
6.099294954E2,1.018897629E3
6.108781434E2,1.017932205E3
6.118266614E2,1.017704926E3
6.127752554E2,1.016928253E3
6.137238484E2,1.016551361E3
6.146724594E2,1.016551361E3
6.156209524E2,1.016681671E3
6.165695074E2,1.017180634E3
6.175180704E2,1.017958298E3
6.184667144E2,1.018831711E3
6.194152244E2,1.019336700E3
6.203637584E2,1.019336700E3
6.213118444E2,1.019234848E3
6.222598804E2,1.019172440E3
6.232078084E2,1.019172440E3
6.241557144E2,1.019207153E3
6.251037544E2,1.019207153E3
6.260516824E2,1.019203720E3
6.269996074E2,1.019117355E3
6.279476014E2,1.018940201E3
6.288955134E2,1.018876190E3
6.298433604E2,1.018720398E3
6.307914224E2,1.018648682E3
6.317396544E2,1.018659973E3
6.326878014E2,1.018659973E3
6.336359214E2,1.018791733E3
6.345841304E2,1.019012833E3
6.355328314E2,1.019012833E3
6.364814184E2,1.018917313E3
6.374299824E2,1.018762283E3
6.383785384E2,1.018429108E3
6.393271524E2,1.018096619E3
6.402758264E2,1.017828140E3
6.412244404E2,1.017764359E3
6.421731714E2,1.017764359E3
6.431219234E2,1.017796783E3
6.440704264E2,1.017818756E3
6.450189414E2,1.017825623E3
6.459674574E2,1.017828827E3
6.469160914E2,1.017828827E3
6.478645854E2,1.017797241E3
6.488131684E2,1.017734756E3
6.497618054E2,1.017687225E3
6.507103294E2,1.017623672E3
6.516589334E2,1.017550812E3
6.526072634E2,1.017488556E3
6.535555154E2,1.017453461E3
6.545042414E2,1.017413483E3
6.554529754E2,1.017396469E3
6.564016824E2,1.017396469E3
6.573504714E2,1.017482147E3
6.582992554E2,1.017777100E3
6.592480494E2,1.018145981E3
6.601967494E2,1.018521576E3
6.611453434E2,1.018761520E3
6.620940584E2,1.019089737E3
6.630426124E2,1.019089737E3
6.639911194E2,1.019023819E3
6.649395774E2,1.018855972E3
6.658881424E2,1.018853760E3
6.668366454E2,1.018689880E3
6.677850724E2,1.018632584E3
6.687335444E2,1.018587952E3
6.696821564E2,1.018580093E3
6.706306974E2,1.018532333E3
6.715793044E2,1.018514938E3
6.725278764E2,1.018512268E3
6.734764034E2,1.018504791E3
6.744249424E2,1.018512268E3
6.753734584E2,1.018514099E3
6.763220664E2,1.018556976E3
6.772706134E2,1.018556976E3
6.782192224E2,1.018453598E3
6.791678364E2,1.018300934E3
6.801164834E2,1.018214951E3
6.810652884E2,1.018188934E3
6.820140614E2,1.018087921E3
6.829627214E2,1.018087921E3
6.839114534E2,1.018223572E3
6.848601584E2,1.018223572E3
6.858088864E2,1.018220901E3
6.867576774E2,1.018216095E3
6.877063974E2,1.018173752E3
6.886551524E2,1.018173752E3
6.896039254E2,1.018244019E3
6.905525634E2,1.018269196E3
6.915011714E2,1.018270111E3
6.924496994E2,1.018358841E3
6.933979744E2,1.018358841E3
6.943463054E2,1.018252869E3
6.952944274E2,1.018112030E3
6.962425174E2,1.018003464E3
6.971906954E2,1.017940598E3
6.981387114E2,1.017848358E3
6.990868934E2,1.017848358E3
7.000352864E2,1.017989655E3
7.009837784E2,1.018121872E3
7.019321384E2,1.018244629E3
7.028803254E2,1.018337708E3
7.038283474E2,1.018337708E3
7.047763754E2,1.018272858E3
7.057245794E2,1.018158798E3
7.066727744E2,1.018009720E3
7.076209834E2,1.017919998E3
7.085693134E2,1.017862778E3
7.095179464E2,1.017842407E3
7.104665804E2,1.017821198E3
7.114151624E2,1.017821198E3
7.123637404E2,1.017853012E3
7.133122354E2,1.017853012E3
7.142607524E2,1.017747879E3
7.152091834E2,1.017747879E3
7.161576834E2,1.017715302E3
7.171061614E2,1.017715302E3
7.180546914E2,1.017582169E3
7.190032654E2,1.017582169E3
7.199518544E2,1.017581711E3
7.209004654E2,1.017633438E3
7.218491314E2,1.017633438E3
7.227977544E2,1.017786331E3
7.237465444E2,1.017852783E3
7.246952334E2,1.017921753E3
7.256438964E2,1.017921753E3
7.265924634E2,1.017829895E3
7.275410704E2,1.017811203E3
7.284899514E2,1.017811203E3
7.294385594E2,1.017891617E3
7.303871994E2,1.017919693E3
7.313358674E2,1.017919693E3
7.322843844E2,1.017908859E3
7.332328324E2,1.017874146E3
7.341813584E2,1.017834244E3
7.351300184E2,1.017834244E3
7.360787004E2,1.017834244E3
7.370272234E2,1.017829666E3
7.379757084E2,1.017790527E3
7.389239744E2,1.017739182E3
7.398722704E2,1.017692642E3
7.408206834E2,1.017645569E3
7.417692904E2,1.017645569E3
7.427179874E2,1.017654953E3
7.436670984E2,1.017676926E3
7.446162584E2,1.017676926E3
7.455649614E2,1.017630234E3
7.465135314E2,1.017607117E3
7.474619794E2,1.017591629E3
7.484104954E2,1.017519531E3
7.493588894E2,1.017519531E3
7.503073454E2,1.017543564E3
7.512559344E2,1.017543564E3
7.522045024E2,1.017545090E3
7.531530664E2,1.017545090E3
7.541016414E2,1.017554855E3
7.550502194E2,1.017554855E3
7.559985624E2,1.017522354E3
7.569469494E2,1.017473297E3
7.578952474E2,1.017423859E3
7.588436514E2,1.017381439E3
7.597923224E2,1.017322845E3
7.607410284E2,1.017283478E3
7.616897804E2,1.017283478E3
7.626383964E2,1.017352676E3
7.635866434E2,1.017380676E3
7.645348874E2,1.017380676E3
7.654832624E2,1.017362823E3
7.664316594E2,1.017359619E3
7.673800024E2,1.017282867E3
7.683282454E2,1.017217636E3
7.692766024E2,1.017183075E3
7.702249614E2,1.017179947E3
7.711732294E2,1.017164688E3
7.721214324E2,1.017164688E3
7.730697324E2,1.017164917E3
7.740183494E2,1.017169724E3
7.749670194E2,1.017169724E3
7.759156394E2,1.017168884E3
7.768643344E2,1.017161255E3
7.778131544E2,1.017161255E3
7.787619054E2,1.017199173E3
7.797106544E2,1.017330246E3
7.806594724E2,1.021463852E3
7.816080624E2,1.045726318E3
7.825566214E2,1.056299591E3
7.835051364E2,1.058104858E3
7.844536254E2,1.058104858E3
7.854020894E2,1.057735672E3
7.863504224E2,1.034816818E3
7.872987814E2,1.023249512E3
7.882472934E2,1.021511841E3
7.891958874E2,1.021096115E3
7.901444204E2,1.020946655E3
7.910929604E2,1.020795670E3
7.920415564E2,1.020711441E3
7.929903824E2,1.020711441E3
7.939393584E2,1.020713577E3
7.948881744E2,1.020733337E3
7.958370924E2,1.020754776E3
7.967859824E2,1.020774994E3
7.977350294E2,1.020774994E3
7.986840314E2,1.020774994E3
7.996332734E2,1.020825958E3
8.005823144E2,1.021016083E3
8.015311974E2,1.021066437E3
8.024800284E2,1.021075897E3
8.034288714E2,1.021066437E3
8.043776624E2,1.021025391E3
8.053266514E2,1.020983810E3
8.062754354E2,1.020983810E3
8.072243494E2,1.021053391E3
8.081735544E2,1.021115189E3
8.091225234E2,1.021270676E3
8.100713744E2,1.021306763E3
8.110206174E2,1.021430588E3
8.119697954E2,1.021441345E3
8.129188614E2,1.021652679E3
8.138678194E2,1.021746750E3
8.148165664E2,1.021828613E3
8.157653594E2,1.022155914E3
8.167139684E2,1.022355270E3
8.176625864E2,1.024140930E3
8.186112154E2,1.027224503E3
8.195597324E2,1.031323547E3
8.205082494E2,1.034480362E3
8.214566134E2,1.034480362E3
8.224050104E2,1.034103546E3
8.233533744E2,1.031062775E3
8.243018194E2,1.027367783E3
8.252501094E2,1.024133530E3
